"","Accession","Latitude","Longitude","offset_5","offset_6","offset_7","offset_8","offset_9","offset_10","offset_11","offset_12","offset_13","offset_14","offset_15","offset_16","offset_17","offset_18","offset_19","offset_20","offset_21"
"781","IS40729",20.54000092,74.45999908,0.0492915743450316,0.110181308681408,0.0558540675261373,0.029932927175697,0.0337021432642478,0.0227574903175058,0.0531321117543796,0.0306156989810176,0.026835028703621,0.0243307349336312,0.0285610119584992,0.0250541199916506,0.0274652309234424,0.0242029134988893,0.026296106864004,0.0309587042005514,0.0284831586128866
"782","IS40730",20.32999992,75.05999756,0.0492915743450316,0.110181308681408,0.0558540675261373,0.029932927175697,0.0337021432642478,0.0227574903175058,0.0531321117543796,0.0306156989810176,0.026835028703621,0.0243307349336312,0.0285610119584992,0.0250541199916506,0.0274652309234424,0.0242029134988893,0.026296106864004,0.0309587042005514,0.0284831586128866
"783","IS40757",19.62000084,75.87999725,0.0492915743450316,0.110181308681408,0.0558540675261373,0.029932927175697,0.0337021432642478,0.0227574903175058,0.0531321117543796,0.0306156989810176,0.026835028703621,0.0243307349336312,0.0285610119584992,0.0250541199916506,0.0274652309234424,0.0242029134988893,0.026296106864004,0.0309587042005514,0.0284831586128866
"784","IS40771",19.26000023,76.76999664,0.0807547447339177,0.166132521085739,0.139603612425421,0.0710371727141823,0.0378892578747599,0.046738102942395,0.08151024987489,0.0333755185995095,0.028964381369301,0.0251906055710203,0.0316716945172806,0.0258675094222368,0.0270035052457665,0.0254344008991072,0.0278651441462134,0.0312593163528414,0.0291497942807797
"785","IS40791",20.14999962,73.80999756,0.0492915743450316,0.110181308681408,0.0558540675261373,0.029932927175697,0.0337021432642478,0.0227574903175058,0.0531321117543796,0.0306156989810176,0.026835028703621,0.0243307349336312,0.0285610119584992,0.0250541199916506,0.0274652309234424,0.0242029134988893,0.026296106864004,0.0309587042005514,0.0284831586128866
"786","IS40803",18.32999992,74.83000183,0.0774002111022016,0.0809310806788278,0.0317556620893066,0.0288838606296901,0.0345048433372405,0.0216473431229997,0.0121121038264319,0.0178513165241388,0.0261332707746655,0.0263285650689524,0.0286930753692409,0.021791013221122,0.0271834718824049,0.0261110327825336,0.0273757206350429,0.0304653770189585,0.0277632667756559
"787","IS40819",19.04999924,74.44000244,0.0492915743450316,0.110181308681408,0.0558540675261373,0.029932927175697,0.0337021432642478,0.0227574903175058,0.0531321117543796,0.0306156989810176,0.026835028703621,0.0243307349336312,0.0285610119584992,0.0250541199916506,0.0274652309234424,0.0242029134988893,0.026296106864004,0.0309587042005514,0.0284831586128866
"788","IS40822",19.37000084,74.93000031,0.0492915743450316,0.110181308681408,0.0558540675261373,0.029932927175697,0.0337021432642478,0.0227574903175058,0.0531321117543796,0.0306156989810176,0.026835028703621,0.0243307349336312,0.0285610119584992,0.0250541199916506,0.0274652309234424,0.0242029134988893,0.026296106864004,0.0309587042005514,0.0284831586128866
"789","IS40824",19.87000084,74.47000122,0.0492915743450316,0.110181308681408,0.0558540675261373,0.029932927175697,0.0337021432642478,0.0227574903175058,0.0531321117543796,0.0306156989810176,0.026835028703621,0.0243307349336312,0.0285610119584992,0.0250541199916506,0.0274652309234424,0.0242029134988893,0.026296106864004,0.0309587042005514,0.0284831586128866
"790","IS40841",17.85000038,74.66000366,0.0774002111022016,0.0809310806788278,0.0317556620893066,0.0288838606296901,0.0345048433372405,0.0216473431229997,0.0121121038264319,0.0178513165241388,0.0261332707746655,0.0263285650689524,0.0286930753692409,0.021791013221122,0.0271834718824049,0.0261110327825336,0.0273757206350429,0.0304653770189585,0.0277632667756559
"791","IS4092",26.15999985,75.77999878,0.0600051741459605,0.084094345699169,0.118107143018891,0.0844495547334617,0.0934617895613341,0.100918409459826,0.0925730858300177,0.0824202344928398,0.0535506470253426,0.0434708087225533,0.0377730717812354,0.0212087401312432,0.0185129276867973,0.0378588643274,0.0439748983596031,0.0434789132645539,0.061357573760026
"792","IS4112",26.15999985,75.77999878,0.0600051741459605,0.084094345699169,0.118107143018891,0.0844495547334617,0.0934617895613341,0.100918409459826,0.0925730858300177,0.0824202344928398,0.0535506470253426,0.0434708087225533,0.0377730717812354,0.0212087401312432,0.0185129276867973,0.0378588643274,0.0439748983596031,0.0434789132645539,0.061357573760026
"793","IS4127",24.87999916,74.62999725,0.0600051741459605,0.084094345699169,0.118107143018891,0.0844495547334617,0.0934617895613341,0.100918409459826,0.0925730858300177,0.0824202344928398,0.0535506470253426,0.0434708087225533,0.0377730717812354,0.0212087401312432,0.0185129276867973,0.0378588643274,0.0439748983596031,0.0434789132645539,0.061357573760026
"794","IS4207",24.59000015,76.16000366,0.052852399123569,0.11779334435522,0.112426482653027,0.0585976589259923,0.106054805008429,0.0792047581695329,0.0844978754890402,0.0773762885318413,0.0491041372539089,0.0365970656342293,0.0389899070415042,0.0243865604165183,0.0233281426525215,0.0313596672487733,0.0372666410747406,0.0378511899128987,0.0462892173324867
"795","IS4246",24.04999924,81.22000122,0.0709589752768909,0.152070208578797,0.190846378358844,0.152846390832338,0.0934384564640474,0.0938148791418727,0.0756430279259587,0.072584322967069,0.0333096283745201,0.0204923771713053,0.044869933691345,0.03111256070388,0.0307877626164926,0.034950903825304,0.0400316010873511,0.0673118615733399,0.063886460449453
"796","IS4248",20.28000069,81.38999939,0.0403352929927111,0.0362983780447929,0.0313763577734141,0.0283403837771473,0.0281940754429985,0.0178187233651816,0.0116388588703733,0.0151201104685102,0.0144504350409928,0.0110956360256769,0.0105400135098153,0.00402880835780905,0.0102651158336616,0.00940993392750507,0.0109092548796909,0.0096802007665433,0.00576540494244586
"797","IS4254",23.20000076,77.08000183,0.114607863326127,0.167904280828964,0.183671016267159,0.155244749442938,0.126363069466325,0.105486048117974,0.0894361234853262,0.0665523566715422,0.0475218328517493,0.0410313698053726,0.0580812592201774,0.0358958842243256,0.0350949870790557,0.0507920429467771,0.046871659182523,0.0730824666603458,0.0816655610115462
"798","IS4269",22.44000053,77.43000031,0.0479255572725457,0.100908389466845,0.164636052674824,0.126052326726963,0.0949530701923365,0.100042639621503,0.0832320177486564,0.0747060492164548,0.0408840395532161,0.030634439115228,0.0475731761342648,0.0319625056803567,0.0312208685134165,0.0308498164489012,0.0334889946176713,0.0529140866788236,0.0520685243728184
