Accession,Latitude,Longitude,Species
IRIS_313-8785,14.47417,100.11806,Rice
IRIS_313-9121,14.47417,100.11806,Rice
IRIS_313-11846,14.47417,100.11806,Rice
IRIS_313-9123,14.47417,100.11806,Rice
IRIS_313-8872,14.67,99.01278,Rice
IRIS_313-12121,14.74556,106.95417,Rice
IRIS_313-12194,14.74556,106.95417,Rice
IRIS_313-12134,14.74556,106.95417,Rice
IRIS_313-12259,14.79083,106.07972,Rice
IRIS_313-9020,14.83333,100.66667,Rice
IRIS_313-11508,14.84722,102.99,Rice
IRIS_313-11838,14.88,103.49,Rice
IRIS_313-11680,14.97194,102.1,Rice
IRIS_313-11839,14.97194,102.1,Rice
IRIS_313-11843,15.12,104.32167,Rice
IRIS_313-12130,15.12028,105.785,Rice
IRIS_313-11462,15.16639,73.9925,Rice
IRIS_313-11685,15.22917,105.855,Rice
IRIS_313-11677,15.22917,105.855,Rice
IRIS_313-11845,15.37306,100.03833,Rice
IRIS_313-12321,15.44028,106.50611,Rice
IRIS_313-12263,15.50972,105.99306,Rice
IRIS_313-11234,15.58306,121,Rice
IRIS_313-9384,15.58389,73.85528,Rice
IRIS_313-10655,15.60694,105.77972,Rice
IRIS_313-10656,15.60694,105.77972,Rice
IRIS_313-11346,15.73417,121.56639,Rice
IRIS_313-11676,15.80194,104.13944,Rice
IRIS_313-12133,15.90056,105.92139,Rice
IRIS_313-12225,15.90056,105.92139,Rice
IRIS_313-12260,15.90056,105.92139,Rice
IRIS_313-12308,15.90083,105.92139,Rice
IRIS_313-8567,15.96667,120.21667,Rice
IRIS_313-11678,15.97167,102.62194,Rice
IRIS_313-11682,15.97167,102.62194,Rice
IRIS_313-12252,15.98833,106.56194,Rice
IRIS_313-11344,15.99056,120.44167,Rice
IRIS_313-11196,15.99056,120.1425,Rice
IRIS_313-8485,16,103,Rice
IRIS_313-11327,16,103,Rice
IRIS_313-11687,16.01389,101.88889,Rice
IRIS_313-11835,16.05306,103.6525,Rice
IRIS_313-10682,16.14611,105.29528,Rice
IRIS_313-10644,16.25944,121.11306,Rice
IRIS_313-10645,16.25944,121.11306,Rice
IRIS_313-10683,16.26667,105.26667,Rice
IRIS_313-12127,16.38306,105.25833,Rice
IRIS_313-12128,16.38306,105.25833,Rice
IRIS_313-12222,16.38306,105.25833,Rice
IRIS_313-12227,16.38306,105.25833,Rice
IRIS_313-12305,16.38778,105.375,Rice
IRIS_313-11085,16.42139,106.40306,Rice
IRIS_313-8980,16.4325,103.50694,Rice
IRIS_313-8722,16.4325,103.50694,Rice
IRIS_313-11923,16.43472,101.15583,Rice
IRGC_40673,16.443889,100.347778,Rice
IRIS_313-11679,16.44389,100.34778,Rice
IRIS_313-11681,16.44389,100.34778,Rice
IRIS_313-11452,16.45889,74.20222,Rice
IRIS_313-8568,16.45889,74.20222,Rice
IRIS_313-11094,16.46333,105.20417,Rice
IRGC_8228,16.472778,106.660556,Rice
IRGC_8231,16.472778,106.660556,Rice
IRGC_8234,16.472778,106.660556,Rice
IRGC_16800,16.472778,106.660556,Rice
IRGC_16872,16.472778,106.660556,Rice
IRGC_8227,16.472778,106.660556,Rice
IRIS_313-11895,16.47278,106.66056,Rice
IRIS_313-10554,16.47278,106.66056,Rice
IRIS_313-10555,16.47278,106.66056,Rice
IRIS_313-10556,16.47278,106.66056,Rice
IRIS_313-10751,16.47278,106.66056,Rice
IRIS_313-10755,16.47278,106.66056,Rice
IRIS_313-10970,16.47278,106.66056,Rice
IRIS_313-11118,16.47278,106.66056,Rice
IRIS_313-11119,16.47278,106.66056,Rice
IRIS_313-11521,16.47278,106.66056,Rice
IRIS_313-11896,16.47278,106.66056,Rice
IRIS_313-12078,16.47278,106.66056,Rice
IRIS_313-8341,16.47278,106.66056,Rice
IRIS_313-9131,16.47278,106.66056,Rice
IRIS_313-9637,16.47278,106.66056,Rice
IRIS_313-10748,16.47278,106.66056,Rice
IRIS_313-10749,16.47278,106.66056,Rice
IRIS_313-10750,16.47278,106.66056,Rice
IRIS_313-9429,16.47278,106.66056,Rice
IRIS_313-11383,16.47278,106.66056,Rice
IRIS_313-11384,16.47278,106.66056,Rice
IRIS_313-8409,16.47278,106.66056,Rice
IRIS_313-11594,16.47278,106.66056,Rice
IRIS_313-11485,16.48306,121.15,Rice
IRIS_313-12049,16.49667,104.90556,Rice
IRIS_313-11993,16.5,95.16667,Rice
IRIS_313-12074,16.5,95.16667,Rice
IRIS_313-10659,16.50056,105.75028,Rice
IRIS_313-11083,16.50056,105.75028,Rice
IRIS_313-11091,16.50056,105.75028,Rice
IRIS_313-10660,16.50056,105.75028,Rice
IRIS_313-11095,16.50056,105.75028,Rice
IRIS_313-10931,16.505,120.63083,Rice
IRIS_313-11335,16.52139,120.42278,Rice
IRIS_313-11472,16.57861,120.825,Rice
IRIS_313-12131,16.67,105.03528,Rice
IRIS_313-8948,16.67667,120.49028,Rice
IRIS_313-11851,16.77056,121.09639,Rice
IRIS_313-12309,16.80944,105.34417,Rice
IRIS_313-11473,16.81139,120.71194,Rice
IRIS_313-11390,16.82639,100.26028,Rice
IRIS_313-11393,16.82639,100.26028,Rice
IRIS_313-11707,16.82639,100.26028,Rice
IRIS_313-11710,16.82639,100.26028,Rice
IRIS_313-11381,16.8775,121.25806,Rice
IRIS_313-11674,16.88389,99.125,Rice
IRGC_44455,16.933333,121.510556,Rice
IRIS_313-11471,16.9575,120.47083,Rice
IRIS_313-9928,16.97361,121.23556,Rice
IRIS_313-12299,16.99361,105.01472,Rice
IRIS_313-12220,17,105,Rice
IRIS_313-12221,17,105,Rice
IRIS_313-12224,17,105,Rice
IRIS_313-12231,17,105,Rice
IRIS_313-12286,17,97,Rice
IRIS_313-12287,17,97,Rice
IRIS_313-8751,17,96.03333,Rice
IRIS_313-11683,17.00556,99.82639,Rice
IRIS_313-11684,17.00556,99.82639,Rice
IRIS_313-8674,17.00556,99.82639,Rice
IRIS_313-11391,17.00556,99.82639,Rice
IRIS_313-11392,17.00556,99.82639,Rice
IRIS_313-9575,17.00556,99.82639,Rice
IRIS_313-10681,17.02333,104.93306,Rice
IRIS_313-10577,17.06361,120.965,Rice
IRIS_313-11511,17.06417,121.16833,Rice
IRIS_313-10582,17.11389,120.93056,Rice
IRIS_313-10993,17.13028,121.30056,Rice
IRIS_313-10994,17.13028,121.30056,Rice
IRIS_313-11342,17.14833,121.00778,Rice
IRIS_313-10917,17.2,120.75,Rice
IRIS_313-10918,17.2,120.75,Rice
IRIS_313-10919,17.2,120.75,Rice
IRIS_313-10920,17.2,120.75,Rice
IRGC_55418,17.203056,121.273333,Rice
IRIS_313-11512,17.20306,121.27333,Rice
IRIS_313-11541,17.35694,97.66583,Rice
IRIS_313-11961,17.40806,104.78194,Rice
IRIS_313-11927,17.42917,102.98944,Rice
IRIS_313-9600,17.42917,102.98944,Rice
IRIS_313-11347,17.56222,120.39389,Rice
IRIS_313-11377,17.5675,120.79472,Rice
IRIS_313-11543,17.62,96.58472,Rice
IRIS_313-11340,17.635,120.39278,Rice
IRIS_313-11076,17.63833,105.21889,Rice
IRIS_313-9929,17.69722,121.40556,Rice
IRIS_313-8431,17.75,121.25,Rice
IRIS_313-11424,17.75,121.25,Rice
IRIS_313-12329,17.75444,101.20472,Rice
IRIS_313-12193,17.79083,105.08056,Rice
IRIS_313-12129,17.79083,105.08056,Rice
IRIS_313-11330,17.95111,120.74333,Rice
IRIS_313-10651,17.96278,102.61389,Rice
IRIS_313-10652,17.96278,102.61389,Rice
IRIS_313-11074,17.96278,102.61389,Rice
IRIS_313-11090,17.96278,102.61389,Rice
IRIS_313-8638,17.96278,102.61389,Rice
IRIS_313-10654,17.96278,102.61389,Rice
IRIS_313-11086,17.96278,102.61389,Rice
IRIS_313-11075,17.96278,102.61389,Rice
IRIS_313-11343,17.98,120.65972,Rice
IRIS_313-12261,18.03417,102.59528,Rice
IRIS_313-10657,18.0375,102.655,Rice
IRIS_313-8356,18.05222,121.43,Rice
IRGC_44600,18.078611,120.514167,Rice
IRIS_313-11700,18.145,100.14056,Rice
IRIS_313-11705,18.145,100.14056,Rice
IRIS_313-8586,18.145,100.14056,Rice
IRIS_313-9006,18.145,100.14056,Rice
IRIS_313-9288,18.145,100.14056,Rice
IRIS_313-11922,18.145,100.14056,Rice
IRIS_313-11924,18.145,100.14056,Rice
IRIS_313-9062,18.145,100.14056,Rice
IRIS_313-11334,18.1775,120.69472,Rice
IRIS_313-11331,18.1775,120.69472,Rice
IRIS_313-11341,18.1775,120.69472,Rice
IRIS_313-11345,18.1775,120.69472,Rice
IRIS_313-11072,18.28028,103.86139,Rice
IRIS_313-11079,18.28028,103.86139,Rice
IRIS_313-11081,18.28028,103.86139,Rice
IRIS_313-11082,18.28028,103.86139,Rice
IRIS_313-11077,18.28028,103.86139,Rice
IRIS_313-12071,18.28028,103.86139,Rice
IRIS_313-11078,18.32583,102.60056,Rice
IRIS_313-11788,18.43,121.44639,Rice
IRIS_313-9019,18.5,98.33333,Rice
IRIS_313-11093,18.55,103.73333,Rice
IRIS_313-11071,18.59222,102.17278,Rice
IRIS_313-9198,18.59222,102.17278,Rice
IRIS_313-11092,18.59222,102.17278,Rice
IRIS_313-11451,18.64306,74.24972,Rice
IRIS_313-11405,18.68361,96.68306,Rice
IRIS_313-11816,18.68361,96.68306,Rice
IRIS_313-11817,18.68361,96.68306,Rice
IRIS_313-11818,18.68361,96.68306,Rice
IRIS_313-11819,18.68361,96.68306,Rice
IRIS_313-11820,18.68361,96.68306,Rice
IRIS_313-9182,18.68361,96.68306,Rice
IRIS_313-11195,18.68361,96.68306,Rice
IRGC_33888,18.683611,96.683056,Rice
IRGC_33130,18.683611,96.683056,Rice
IRIS_313-11635,18.72361,98.885,Rice
IRIS_313-11388,18.74389,99.72306,Rice
IRIS_313-11926,18.76778,100.78222,Rice
IRGC_27716,18.78333,99,Rice
IRIS_313-10176,18.79639,98.66,Rice
IRIS_313-11996,18.83194,121.85583,Rice
IRIS_313-9669,18.83333,99.5,Rice
IRIS_313-12301,18.95333,102.80667,Rice
IRIS_313-12242,18.95333,102.80667,Rice
IRIS_313-8565,18.96667,98.8,Rice
IRIS_313-8474,19.15,99.58333,Rice
IRIS_313-9209,19.19167,99.87917,Rice
IRIS_313-11073,19.26417,103.35889,Rice
IRIS_313-12077,19.26417,103.35889,Rice
IRIS_313-12334,19.31944,101.69028,Rice
IRIS_313-10653,19.39056,101.525,Rice
IRIS_313-12228,19.5,101.88333,Rice
IRIS_313-12289,19.51083,97.36167,Rice
IRIS_313-12347,19.6,103.79528,Rice
IRIS_313-12346,19.68056,100.535,Rice
IRIS_313-12297,19.76361,100.53333,Rice
IRIS_313-12313,19.76361,100.53333,Rice
IRIS_313-10921,19.86361,102.1075,Rice
IRIS_313-12303,19.88306,102.13306,Rice
IRIS_313-11080,19.88333,102.13333,Rice
IRIS_313-12029,19.88333,102.13333,Rice
IRIS_313-12312,19.91944,101.15917,Rice
IRIS_313-12352,19.96556,102.425,Rice
IRIS_313-12302,20,102,Rice
IRIS_313-9317,20,105.5,Rice
IRIS_313-12353,20.09361,103.35722,Rice
IRIS_313-9258,20.16667,80.33333,Rice
IRIS_313-9547,20.16667,80.33333,Rice
IRIS_313-8303,20.16667,80.33333,Rice
IRIS_313-12300,20.22333,102.95889,Rice
IRIS_313-12342,20.22889,101.55972,Rice
IRIS_313-10679,20.2775,100.41694,Rice
IRIS_313-12341,20.315,101.98722,Rice
IRIS_313-12344,20.33861,102.00611,Rice
IRIS_313-10680,20.34639,100.67833,Rice
IRIS_313-8735,20.43333,105.41667,Rice
IRIS_313-12337,20.45111,101.98111,Rice
IRIS_313-12028,20.49194,101.88889,Rice
IRIS_313-11991,20.49194,101.88889,Rice
IRIS_313-12332,20.50389,101.41278,Rice
IRIS_313-12257,20.53472,102.64444,Rice
IRIS_313-12262,20.53472,102.64444,Rice
IRIS_313-12307,20.55,102.38389,Rice
IRIS_313-12050,20.6,96.63333,Rice
IRIS_313-12229,20.61167,101.94667,Rice
IRIS_313-11992,20.61167,101.94667,Rice
IRIS_313-12226,20.61167,101.94667,Rice
IRIS_313-12350,20.65472,101.46722,Rice
IRIS_313-12254,20.68972,101.08472,Rice
IRIS_313-12265,20.68972,101.08472,Rice
IRIS_313-11596,20.74889,81.85083,Rice
IRIS_313-12354,20.78472,100.65194,Rice
IRIS_313-12355,20.81222,100.49583,Rice
IRIS_313-12076,20.81667,104.15111,Rice
IRGC_56036,20.85,106.683056,Rice
IRIS_313-12349,20.90944,101.75889,Rice
IRIS_313-12336,20.94972,101.72083,Rice
IRGC_40748,20.958333,106.368056,Rice
IRIS_313-12269,20.98389,92.41472,Rice
IRIS_313-11453,21.01,75.56,Rice
IRIS_313-12348,21.08417,101.39361,Rice
IRGC_46202,21.127778,82.800556,Rice
IRGC_6274,21.127778,82.800556,Rice
IRGC_8896,21.127778,82.800556,Rice
IRGC_9175,21.127778,82.800556,Rice
IRGC_9179,21.127778,82.800556,Rice
IRGC_72479,21.127778,82.800556,Rice
IRGC_9177,21.127778,82.800556,Rice
IRGC_46768,21.127778,82.800556,Rice
IRGC_7919,21.127778,82.800556,Rice
IRGC_9070,21.127778,82.800556,Rice
IRGC_3697,21.127778,82.800556,Rice
IRGC_6331,21.127778,82.800556,Rice
IRGC_117398,21.127778,82.800556,Rice
IRGC_6264,21.127778,82.800556,Rice
IRGC_46531,21.127778,82.800556,Rice
IRGC_53931,21.127778,82.800556,Rice
IRGC_12894,21.127778,82.800556,Rice
IRGC_117267,21.127778,82.800556,Rice
IRGC_6307,21.127778,82.800556,Rice
IRGC_9069,21.127778,82.800556,Rice
IRGC_177,21.127778,82.800556,Rice
IRGC_32559,21.127778,82.800556,Rice
IRGC_32561,21.127778,82.800556,Rice
IRGC_5999,21.127778,82.800556,Rice
IRGC_6298,21.127778,82.800556,Rice
IRGC_9062,21.127778,82.800556,Rice
IRGC_9091,21.127778,82.800556,Rice
IRIS_313-11414,21.12778,82.80056,Rice
IRIS_313-8265,21.12778,82.80056,Rice
IRIS_313-11442,21.12778,82.80056,Rice
IRIS_313-11443,21.12778,82.80056,Rice
IRIS_313-11505,21.12778,82.80056,Rice
IRIS_313-11506,21.12778,82.80056,Rice
IRIS_313-11638,21.12778,82.80056,Rice
IRIS_313-11639,21.12778,82.80056,Rice
IRIS_313-11640,21.12778,82.80056,Rice
IRIS_313-11641,21.12778,82.80056,Rice
IRIS_313-11642,21.12778,82.80056,Rice
IRIS_313-11645,21.12778,82.80056,Rice
IRIS_313-11646,21.12778,82.80056,Rice
IRIS_313-11647,21.12778,82.80056,Rice
IRIS_313-11648,21.12778,82.80056,Rice
IRIS_313-11821,21.12778,82.80056,Rice
IRIS_313-11823,21.12778,82.80056,Rice
IRIS_313-12013,21.12778,82.80056,Rice
IRIS_313-8305,21.12778,82.80056,Rice
IRIS_313-8614,21.12778,82.80056,Rice
IRIS_313-8727,21.12778,82.80056,Rice
IRIS_313-9492,21.12778,82.80056,Rice
IRIS_313-11822,21.12778,82.80056,Rice
IRIS_313-11827,21.12778,82.80056,Rice
IRIS_313-7736,21.12778,82.80056,Rice
IRIS_313-7780,21.12778,82.80056,Rice
IRIS_313-9360,21.12778,82.80056,Rice
IRIS_313-10628,21.12778,82.80056,Rice
IRIS_313-8530,21.12778,82.80056,Rice
IRIS_313-11492,21.12778,82.80056,Rice
IRIS_313-11636,21.12778,82.80056,Rice
IRIS_313-11643,21.12778,82.80056,Rice
IRIS_313-11644,21.12778,82.80056,Rice
IRIS_313-9400,21.12778,82.80056,Rice
IRIS_313-11460,21.12778,82.80056,Rice
IRIS_313-11826,21.12778,82.80056,Rice
IRIS_313-10150,21.12778,82.80056,Rice
IRIS_313-11712,21.12778,82.80056,Rice
IRIS_313-11650,21.12778,82.80056,Rice
IRIS_313-11458,21.12778,82.80056,Rice
IRIS_313-11828,21.12778,82.80056,Rice
IRIS_313-11360,21.12778,82.80056,Rice
IRIS_313-11461,21.12778,82.80056,Rice
IRIS_313-9516,21.12778,82.80056,Rice
IRIS_313-9629,21.12778,82.80056,Rice
IRIS_313-11371,21.12778,82.80056,Rice
IRIS_313-11825,21.12778,82.80056,Rice
IRIS_313-11742,21.12778,82.80056,Rice
IRIS_313-11824,21.12778,82.80056,Rice
IRIS_313-11595,21.29972,80.92944,Rice
IRIS_313-11737,21.29972,80.92944,Rice
IRIS_313-11599,21.33306,83,Rice
IRIS_313-8988,21.33333,79.48333,Rice
IRIS_313-11399,21.41667,91.98333,Rice
IRIS_313-8437,21.41667,91.98333,Rice
IRIS_313-12190,21.49333,101.83,Rice
IRIS_313-12207,21.49333,101.83,Rice
IRIS_313-12258,21.49333,101.83,Rice
IRIS_313-12311,21.49333,101.83,Rice
IRIS_313-11603,21.55,81.78333,Rice
IRIS_313-12210,21.57111,103.56361,Rice
IRIS_313-8578,21.66667,103.16667,Rice
IRIS_313-11544,21.7225,98.66694,Rice
IRIS_313-11547,21.7225,98.66694,Rice
IRIS_313-8793,21.7225,98.66694,Rice
IRIS_313-11542,21.7225,98.66694,Rice
IRIS_313-11738,22.18333,79.91667,Rice
IRIS_313-9391,22.25,92,Rice
IRIS_313-12291,22.26139,94.21222,Rice
IRIS_313-11208,22.29889,90.44056,Rice
IRIS_313-10614,22.35639,114.12222,Rice
IRIS_313-8721,22.36667,90.35,Rice
IRIS_313-11894,22.38,104.15944,Rice
IRIS_313-10963,22.41667,92,Rice
IRIS_313-10965,22.41667,92,Rice
IRGC_34962,22.433056,87.333056,Rice
IRIS_313-11166,22.43306,87.33306,Rice
IRIS_313-8854,22.5,91.83333,Rice
IRIS_313-9218,22.5,91.83333,Rice
IRIS_313-11984,22.5,103.66667,Rice
IRIS_313-11893,22.50222,104.31583,Rice
IRIS_313-9594,22.58333,92.33333,Rice
IRIS_313-9696,22.58333,92.33333,Rice
IRIS_313-12266,22.59722,96.88472,Rice
IRIS_313-9484,22.66667,80.33306,Rice
IRGC_27513,22.66667,90.5,Rice
IRIS_313-8349,22.7,90.36667,Rice
IRIS_313-11205,22.7,90.36667,Rice
IRIS_313-11323,22.7,90.36667,Rice
IRIS_313-8963,22.75,91.66667,Rice
IRIS_313-12141,22.83306,91.08333,Rice
IRGC_74719,22.83333,79.33333,Rice
IRIS_313-11598,22.84361,83.41333,Rice
IRIS_313-11852,22.96222,113.48722,Rice
IRIS_313-11853,22.96222,113.48722,Rice
IRIS_313-12273,22.96222,113.48722,Rice
IRIS_313-12055,22.96667,91.7,Rice
IRIS_313-9325,23,90.83333,Rice
IRIS_313-9108,23,89.83333,Rice
IRIS_313-8864,23.16667,89.66667,Rice
IRIS_313-11483,23.17528,90.20722,Rice
IRIS_313-11487,23.22389,90.02556,Rice
IRIS_313-11167,23.24972,87.85,Rice
IRGC_25924,23.25,89.33333,Rice
IRIS_313-10964,23.25,89.33333,Rice
IRIS_313-9368,23.25,89.33333,Rice
IRIS_313-9445,23.36278,89.93417,Rice
IRIS_313-11604,23.4,79.54972,Rice
IRIS_313-11164,23.41611,88.38417,Rice
IRIS_313-11945,23.41667,91.16667,Rice
IRIS_313-11482,23.48278,90.05472,Rice
IRIS_313-8683,23.5,91.91667,Rice
IRIS_313-11454,23.55,74.45,Rice
IRIS_313-11455,23.55,74.45,Rice
IRIS_313-11456,23.55,74.45,Rice
IRIS_313-8283,23.58333,91,Rice
IRGC_8238,23.6,120.653889,Rice
IRGC_8268,23.6,120.653889,Rice
IRIS_313-10515,23.6,120.65389,Rice
IRIS_313-11692,23.6,120.65389,Rice
IRIS_313-11693,23.6,120.65389,Rice
IRIS_313-11694,23.6,120.65389,Rice
IRIS_313-8743,23.6,120.65389,Rice
IRGC_8242,23.6,120.653889,Rice
IRIS_313-11698,23.6,120.65389,Rice
IRGC_8267,23.6,120.653889,Rice
IRGC_10430,23.6,120.653889,Rice
IRGC_117279,23.6,120.653889,Rice
IRGC_42576,23.6,120.653889,Rice
IRGC_5508,23.6,120.653889,Rice
IRGC_65293,23.6,120.653889,Rice
IRGC_8269,23.6,120.653889,Rice
IRIS_313-10429,23.6,120.65389,Rice
IRIS_313-10631,23.6,120.65389,Rice
IRIS_313-11981,23.6,120.65389,Rice
IRIS_313-9701,23.6,120.65389,Rice
IRIS_313-9702,23.6,120.65389,Rice
IRGC_8196,23.6,120.653889,Rice
IRIS_313-9758,23.6,120.65389,Rice
IRIS_313-11695,23.6,120.65389,Rice
IRGC_6590,23.611667,90.339722,Rice
IRGC_8341,23.611667,90.339722,Rice
IRGC_6208,23.611667,90.339722,Rice
IRGC_117281,23.611667,90.339722,Rice
IRGC_32565,23.611667,90.339722,Rice
IRGC_6588,23.611667,90.339722,Rice
IRGC_29066,23.611667,90.339722,Rice
IRIS_313-10971,23.61167,90.33972,Rice
IRIS_313-10972,23.61167,90.33972,Rice
IRIS_313-10973,23.61167,90.33972,Rice
IRIS_313-10974,23.61167,90.33972,Rice
IRIS_313-10975,23.61167,90.33972,Rice
IRIS_313-10977,23.61167,90.33972,Rice
IRIS_313-10978,23.61167,90.33972,Rice
IRIS_313-10982,23.61167,90.33972,Rice
IRIS_313-11113,23.61167,90.33972,Rice
IRIS_313-9606,23.61167,90.33972,Rice
IRIS_313-11558,23.61167,90.33972,Rice
IRIS_313-10983,23.61167,90.33972,Rice
IRIS_313-10984,23.61167,90.33972,Rice
IRIS_313-10985,23.61167,90.33972,Rice
IRIS_313-10986,23.61167,90.33972,Rice
IRIS_313-11114,23.61167,90.33972,Rice
IRIS_313-11115,23.61167,90.33972,Rice
IRIS_313-11219,23.61167,90.33972,Rice
IRIS_313-11220,23.61167,90.33972,Rice
IRIS_313-11222,23.61167,90.33972,Rice
IRIS_313-11224,23.61167,90.33972,Rice
IRIS_313-11225,23.61167,90.33972,Rice
IRIS_313-11226,23.61167,90.33972,Rice
IRIS_313-11227,23.61167,90.33972,Rice
IRIS_313-11228,23.61167,90.33972,Rice
IRIS_313-11229,23.61167,90.33972,Rice
IRIS_313-11230,23.61167,90.33972,Rice
IRIS_313-11231,23.61167,90.33972,Rice
IRIS_313-8703,23.61167,90.33972,Rice
IRIS_313-8737,23.61167,90.33972,Rice
IRIS_313-9049,23.61167,90.33972,Rice
IRIS_313-9067,23.61167,90.33972,Rice
IRIS_313-9072,23.61167,90.33972,Rice
IRIS_313-9139,23.61167,90.33972,Rice
IRIS_313-9262,23.61167,90.33972,Rice
IRIS_313-9397,23.61167,90.33972,Rice
IRIS_313-9617,23.61167,90.33972,Rice
IRIS_313-9174,23.61167,90.33972,Rice
IRIS_313-10980,23.61167,90.33972,Rice
IRIS_313-8822,23.61167,90.33972,Rice
IRIS_313-11557,23.61167,90.33972,Rice
IRIS_313-11223,23.61167,90.33972,Rice
IRIS_313-10976,23.61167,90.33972,Rice
IRIS_313-10979,23.61167,90.33972,Rice
IRIS_313-10981,23.61167,90.33972,Rice
IRIS_313-11112,23.61167,90.33972,Rice
IRIS_313-11123,23.61167,90.33972,Rice
IRIS_313-11124,23.61167,90.33972,Rice
IRIS_313-11216,23.61167,90.33972,Rice
IRIS_313-11063,23.61167,90.33972,Rice
IRIS_313-11064,23.61167,90.33972,Rice
IRIS_313-11065,23.61167,90.33972,Rice
IRIS_313-11067,23.61167,90.33972,Rice
IRIS_313-11163,23.61167,90.33972,Rice
IRIS_313-8252,23.61167,90.33972,Rice
IRIS_313-10987,23.61167,90.33972,Rice
IRIS_313-11116,23.61167,90.33972,Rice
IRIS_313-10587,23.61167,90.33972,Rice
IRIS_313-10592,23.61167,90.33972,Rice
IRIS_313-10593,23.61167,90.33972,Rice
IRIS_313-10594,23.61167,90.33972,Rice
IRIS_313-10595,23.61167,90.33972,Rice
IRIS_313-10598,23.61167,90.33972,Rice
IRIS_313-10600,23.61167,90.33972,Rice
IRIS_313-10602,23.61167,90.33972,Rice
IRIS_313-10603,23.61167,90.33972,Rice
IRIS_313-10604,23.61167,90.33972,Rice
IRIS_313-10605,23.61167,90.33972,Rice
IRIS_313-10606,23.61167,90.33972,Rice
IRIS_313-11013,23.61167,90.33972,Rice
IRIS_313-11015,23.61167,90.33972,Rice
IRIS_313-11016,23.61167,90.33972,Rice
IRIS_313-11017,23.61167,90.33972,Rice
IRIS_313-11018,23.61167,90.33972,Rice
IRIS_313-11019,23.61167,90.33972,Rice
IRIS_313-11047,23.61167,90.33972,Rice
IRIS_313-11048,23.61167,90.33972,Rice
IRIS_313-11049,23.61167,90.33972,Rice
IRIS_313-11051,23.61167,90.33972,Rice
IRIS_313-11052,23.61167,90.33972,Rice
IRIS_313-11053,23.61167,90.33972,Rice
IRIS_313-11054,23.61167,90.33972,Rice
IRIS_313-11055,23.61167,90.33972,Rice
IRIS_313-11056,23.61167,90.33972,Rice
IRIS_313-11057,23.61167,90.33972,Rice
IRIS_313-11058,23.61167,90.33972,Rice
IRIS_313-11059,23.61167,90.33972,Rice
IRIS_313-11060,23.61167,90.33972,Rice
IRIS_313-11061,23.61167,90.33972,Rice
IRIS_313-11111,23.61167,90.33972,Rice
IRIS_313-11154,23.61167,90.33972,Rice
IRIS_313-8641,23.61167,90.33972,Rice
IRIS_313-9626,23.61167,90.33972,Rice
IRIS_313-11062,23.61167,90.33972,Rice
IRIS_313-11066,23.61167,90.33972,Rice
IRIS_313-11068,23.61167,90.33972,Rice
IRIS_313-11069,23.61167,90.33972,Rice
IRIS_313-11070,23.61167,90.33972,Rice
IRIS_313-9682,23.61167,90.33972,Rice
IRIS_313-9610,23.66667,73,Rice
IRIS_313-11484,23.72722,89.54361,Rice
IRIS_313-11493,23.73889,91.74556,Rice
IRGC_67034,23.748889,108.301667,Rice
IRGC_67096,23.748889,108.301667,Rice
IRIS_313-10177,23.74889,108.30167,Rice
IRIS_313-10221,23.74889,108.30167,Rice
IRIS_313-11965,23.74889,108.30167,Rice
IRIS_313-11966,23.74889,108.30167,Rice
IRIS_313-11967,23.74889,108.30167,Rice
IRIS_313-11968,23.74889,108.30167,Rice
IRIS_313-12007,23.74889,108.30167,Rice
IRIS_313-12009,23.74889,108.30167,Rice
IRIS_313-12010,23.74889,108.30167,Rice
IRIS_313-12011,23.74889,108.30167,Rice
IRIS_313-12012,23.74889,108.30167,Rice
IRIS_313-11602,23.77528,78.6575,Rice
IRIS_313-11321,23.77861,90.33778,Rice
IRIS_313-11213,23.77861,90.33778,Rice
IRIS_313-8789,23.89167,90.27278,Rice
IRIS_313-11324,23.92083,90.71778,Rice
IRIS_313-12094,23.95306,91.11667,Rice
IRIS_313-11607,23.97472,78.42111,Rice
IRIS_313-8757,23.97472,78.42111,Rice
IRIS_313-8920,23.97472,78.42111,Rice
IRIS_313-11597,23.97472,78.42111,Rice
IRIS_313-11606,23.97472,78.42111,Rice
IRIS_313-8731,23.98333,80.33333,Rice
IRIS_313-11919,23.98333,80.33333,Rice
IRIS_313-8796,23.98333,80.33333,Rice
IRIS_313-11917,23.98333,80.33333,Rice
IRIS_313-11322,24,89.33306,Rice
IRIS_313-11600,24.14,80.2,Rice
IRIS_313-11918,24.25,81.08333,Rice
IRGC_25897,24.25,90,Rice
IRIS_313-11486,24.29167,89.41,Rice
IRIS_313-11481,24.29167,89.41,Rice
IRIS_313-11402,24.30528,91.67944,Rice
IRIS_313-8930,24.33333,91.66667,Rice
IRIS_313-12002,24.33556,91.42639,Rice
IRIS_313-11404,24.38333,91.41667,Rice
IRIS_313-11490,24.41667,93.49972,Rice
IRIS_313-11545,24.48778,95.52333,Rice
IRIS_313-11546,24.48778,95.52333,Rice
IRIS_313-11548,24.48778,95.52333,Rice
IRIS_313-11549,24.48778,95.52333,Rice
IRIS_313-8659,24.48778,95.52333,Rice
IRIS_313-8733,24.5,89.08333,Rice
IRIS_313-9271,24.5,90.33333,Rice
IRIS_313-8717,24.5,90.33333,Rice
