,Accession,Latitude,Longitude,CLM_grid,avg_soil_file,scenario,maturity_days_5,maturity_days_6,maturity_days_7,maturity_days_8,maturity_days_9,maturity_days_10,maturity_days_11,maturity_days_12,maturity_days_13,maturity_days_14,maturity_days_15,maturity_days_16,maturity_days_17,maturity_days_18,maturity_days_19,veg_days_5,veg_days_6,veg_days_7,veg_days_8,veg_days_9,veg_days_10,veg_days_11,veg_days_12,veg_days_13,veg_days_14,veg_days_15,veg_days_16,veg_days_17,veg_days_18,veg_days_19,repro_days_5,repro_days_6,repro_days_7,repro_days_8,repro_days_9,repro_days_10,repro_days_11,repro_days_12,repro_days_13,repro_days_14,repro_days_15,repro_days_16,repro_days_17,repro_days_18,repro_days_19,water_cum_adj_5,water_cum_adj_6,water_cum_adj_7,water_cum_adj_8,water_cum_adj_9,water_cum_adj_10,water_cum_adj_11,water_cum_adj_12,water_cum_adj_13,water_cum_adj_14,water_cum_adj_15,water_cum_adj_16,water_cum_adj_17,water_cum_adj_18,water_cum_adj_19,water_veg_adj_5,water_veg_adj_6,water_veg_adj_7,water_veg_adj_8,water_veg_adj_9,water_veg_adj_10,water_veg_adj_11,water_veg_adj_12,water_veg_adj_13,water_veg_adj_14,water_veg_adj_15,water_veg_adj_16,water_veg_adj_17,water_veg_adj_18,water_veg_adj_19,water_repro_adj_5,water_repro_adj_6,water_repro_adj_7,water_repro_adj_8,water_repro_adj_9,water_repro_adj_10,water_repro_adj_11,water_repro_adj_12,water_repro_adj_13,water_repro_adj_14,water_repro_adj_15,water_repro_adj_16,water_repro_adj_17,water_repro_adj_18,water_repro_adj_19,tmpavg_cum_adj_5,tmpavg_cum_adj_6,tmpavg_cum_adj_7,tmpavg_cum_adj_8,tmpavg_cum_adj_9,tmpavg_cum_adj_10,tmpavg_cum_adj_11,tmpavg_cum_adj_12,tmpavg_cum_adj_13,tmpavg_cum_adj_14,tmpavg_cum_adj_15,tmpavg_cum_adj_16,tmpavg_cum_adj_17,tmpavg_cum_adj_18,tmpavg_cum_adj_19,tmpavg_veg_adj_5,tmpavg_veg_adj_6,tmpavg_veg_adj_7,tmpavg_veg_adj_8,tmpavg_veg_adj_9,tmpavg_veg_adj_10,tmpavg_veg_adj_11,tmpavg_veg_adj_12,tmpavg_veg_adj_13,tmpavg_veg_adj_14,tmpavg_veg_adj_15,tmpavg_veg_adj_16,tmpavg_veg_adj_17,tmpavg_veg_adj_18,tmpavg_veg_adj_19,tmpavg_repro_adj_5,tmpavg_repro_adj_6,tmpavg_repro_adj_7,tmpavg_repro_adj_8,tmpavg_repro_adj_9,tmpavg_repro_adj_10,tmpavg_repro_adj_11,tmpavg_repro_adj_12,tmpavg_repro_adj_13,tmpavg_repro_adj_14,tmpavg_repro_adj_15,tmpavg_repro_adj_16,tmpavg_repro_adj_17,tmpavg_repro_adj_18,tmpavg_repro_adj_19,cold_cum_adj_5,cold_cum_adj_6,cold_cum_adj_7,cold_cum_adj_8,cold_cum_adj_9,cold_cum_adj_10,cold_cum_adj_11,cold_cum_adj_12,cold_cum_adj_13,cold_cum_adj_14,cold_cum_adj_15,cold_cum_adj_16,cold_cum_adj_17,cold_cum_adj_18,cold_cum_adj_19,cold_veg_adj_5,cold_veg_adj_6,cold_veg_adj_7,cold_veg_adj_8,cold_veg_adj_9,cold_veg_adj_10,cold_veg_adj_11,cold_veg_adj_12,cold_veg_adj_13,cold_veg_adj_14,cold_veg_adj_15,cold_veg_adj_16,cold_veg_adj_17,cold_veg_adj_18,cold_veg_adj_19,cold_repro_adj_5,cold_repro_adj_6,cold_repro_adj_7,cold_repro_adj_8,cold_repro_adj_9,cold_repro_adj_10,cold_repro_adj_11,cold_repro_adj_12,cold_repro_adj_13,cold_repro_adj_14,cold_repro_adj_15,cold_repro_adj_16,cold_repro_adj_17,cold_repro_adj_18,cold_repro_adj_19,solar_cum_adj_5,solar_cum_adj_6,solar_cum_adj_7,solar_cum_adj_8,solar_cum_adj_9,solar_cum_adj_10,solar_cum_adj_11,solar_cum_adj_12,solar_cum_adj_13,solar_cum_adj_14,solar_cum_adj_15,solar_cum_adj_16,solar_cum_adj_17,solar_cum_adj_18,solar_cum_adj_19,solar_veg_adj_5,solar_veg_adj_6,solar_veg_adj_7,solar_veg_adj_8,solar_veg_adj_9,solar_veg_adj_10,solar_veg_adj_11,solar_veg_adj_12,solar_veg_adj_13,solar_veg_adj_14,solar_veg_adj_15,solar_veg_adj_16,solar_veg_adj_17,solar_veg_adj_18,solar_veg_adj_19,solar_repro_adj_5,solar_repro_adj_6,solar_repro_adj_7,solar_repro_adj_8,solar_repro_adj_9,solar_repro_adj_10,solar_repro_adj_11,solar_repro_adj_12,solar_repro_adj_13,solar_repro_adj_14,solar_repro_adj_15,solar_repro_adj_16,solar_repro_adj_17,solar_repro_adj_18,solar_repro_adj_19
145,FT549,31.72,35.8,31.3Nx35.0E,Wheat_v10_sg_avg_128063.soil,nw_targets_01,36,172,173,267,80,182,195,161,186,199,161,167,167,165,178,26,116,103,191,25,109,103,103,103,111,101,102,102,101,105,0,52,52,53,51,58,72,45,65,69,47,50,48,48,59,328.811289,13511.07357,13472.51772,20796.31588,6130.689273,15059.26128,16654.45691,14282.64906,15922.82306,15728.0945,14189.15293,14049.71752,14288.27051,13515.55783,15203.46184,328.811289,8707.964242,8617.216031,15926.34435,1834.004704,9488.578527,9717.976802,9957.764871,9634.99188,9009.789028,9617.218968,9163.927222,9599.367933,8801.307989,9406.903728,0,4803.109329,4855.30169,4869.97153,4296.684569,5570.682751,6936.480104,4324.884185,6287.831182,6718.305474,4571.933958,4885.790295,4688.902581,4714.249838,5796.558113,252.35,2739.97,2724.9,4116.2,995.67,3102.54,3559.34,2638.34,3382.65,3477.82,2619.17,2704.2,2707.91,2604.74,3085.95,252.35,1449.61,1444.03,2783.19,269.67,1587.12,1532.04,1616.43,1591.14,1560.4,1516.49,1508.93,1563.73,1458.58,1534.18,0,1290.36,1280.87,1333.01,726,1515.42,2027.3,1021.91,1791.51,1917.42,1102.68,1195.27,1144.18,1146.16,1551.77,221.65,2297.98,2318.85,3509.73,833.7,2621.12,2998.25,2175.12,2858.33,2909.43,2188.77,2249.61,2270.19,2191.67,2577.73,221.65,1207.75,1218.62,2362.02,228.02,1332.02,1265.26,1298.98,1317.48,1290.49,1244.56,1245.27,1284.91,1219.31,1262.87,0,1090.23,1100.23,1147.71,605.68,1289.1,1732.99,876.14,1540.85,1618.94,944.21,1004.34,985.28,972.36,1314.86,247.18,3148.675,3266.527,4341.961,1100.301,3707.185,4003.393,3310.418,3886.932,4220.375,3264.261,3239.694,3349.798,3205.602,3727.967,247.18,1808.89,1825.113,2970.186,283.439,2034.977,1970.625,2039.333,2000.446,2211.874,1977.226,1900.645,2050.74,1854.47,2072.94,0,1339.785,1441.414,1371.775,816.862,1672.208,2032.768,1271.085,1886.486,2008.501,1287.035,1339.049,1299.058,1351.132,1655.027
146,FT554,37.33,68.67,36.9Nx67.5E,Wheat_v10_sg_avg_183033.soil,nw_targets_01,29,330,288,329,243,261,260,313,255,264,309,257,271,265,319,0,154,204,158,175,103,112,131,176,103,109,97,109,135,123,0,50,50,52,64,59,61,52,54,57,57,65,57,55,58,0,10695.97719,11201.88098,10377.41063,10214.03221,13430.83903,11194.67581,15270.18982,11690.41226,14249.01289,11369.91691,11358.26858,14971.08808,12252.99613,14404.66419,0,5696.030918,6201.880981,5177.559949,3814.310476,7530.839027,5094.675813,10070.18982,6290.505661,8549.012887,5669.979396,4863.332428,9271.826147,6754.495847,8605.00829,0,4999.94627,5000,5199.850678,6399.72173,5900,6100,5200,5399.906598,5700,5699.937516,6494.936156,5699.261931,5498.500287,5799.655896,0,3403.45,3066.87,3258.15,3595.93,3865.26,3686.29,4360.86,3712.56,3607.77,3828.16,3764.7,3691.52,3841.3,3932.69,0,2177.51,1823.81,1973.77,1835.53,2300.56,2068.21,3062.75,2336.52,2109.82,2354.61,1989.98,2252.12,2439.56,2411.74,0,1225.94,1243.06,1284.38,1760.4,1564.7,1618.08,1298.11,1376.04,1497.95,1473.55,1774.72,1439.4,1401.74,1520.95,0,2794.64,2373.71,2636.87,2886.78,3265.9,3117.39,3679.39,2964.23,3020,3254.21,3192.97,3083.22,3226.83,3299.33,0,1760.83,1323.86,1542.72,1360.69,1943.04,1731.41,2604.25,1796.28,1746.36,2000.96,1662.29,1879.02,2044.83,2009.02,0,1033.81,1049.85,1094.15,1526.09,1322.86,1385.98,1075.14,1167.95,1273.64,1253.25,1530.68,1204.2,1182,1290.31,0,4473.893,5092.574,4455.584,4987.791,4494.797,4482.052,5016.866,5467.434,4611.495,4596.93,4541.933,4690.853,4847.537,4925.295,0,3119.432,3727.585,2993.66,3084.392,2838.915,2745.531,3610.505,3908.706,2912.06,2994.412,2679.008,3051.282,3311.722,3236.374,0,1354.461,1364.989,1461.924,1903.399,1655.882,1736.521,1406.361,1558.728,1699.435,1602.518,1862.925,1639.571,1535.815,1688.921
147,BCC42,34.22,-1.25,35.1Nx2.5W,Wheat_v10_sg_avg_124918.soil,nw_targets_01,89,142,158,149,253,79,275,109,145,127,181,163,248,185,174,82,72,95,100,192,19,191,52,86,78,107,112,186,112,86,0,58,47,45,41,57,56,44,47,43,45,45,41,62,78,1274.267711,9821.497108,10055.02588,11790.15903,15962.86218,6842.16855,17463.22492,5606.63218,8265.524628,9555.483514,8467.088615,13411.8779,19785.76615,10727.78541,10800.36081,1274.267711,4817.675356,8187.003493,7925.283768,12297.31327,1769.671719,13441.91653,3826.664034,4600.870537,5269.385639,5636.948838,9334.257417,16352.28842,7423.041817,6666.420454,0,5003.821752,1868.022391,3864.875263,3665.54891,5072.496831,4021.308385,1779.968146,3664.654091,4286.097875,2830.139777,4077.620481,3433.477725,3304.743597,4133.94036,1128.76,1582.92,1878.78,2147.14,3778.56,904.12,4179.73,1230.15,1961.7,1891.02,2541.77,2606.66,3778.72,2431.91,2686.5,1128.76,835.93,1179.33,1256.35,2928.18,184,3195.25,708.72,1212.43,974.84,1524.26,1578.95,2985.66,1702.4,1676.85,0,746.99,699.45,890.79,850.38,720.12,984.48,521.43,749.27,916.18,1017.51,1027.71,793.06,729.51,1009.65,1055.52,1429.98,1675.6,1875.02,3364.46,783.26,3755.76,1118.21,1745.92,1660.77,2245.16,2272.69,3355.38,2214.51,2473.35,1055.52,778.65,1051.69,1113.11,2610.85,153.33,2882.35,648.44,1092.09,873.64,1337.97,1371.58,2661.56,1556.95,1537.88,0,651.33,623.91,761.91,753.61,629.93,873.41,469.77,653.83,787.13,907.19,901.11,693.82,657.56,935.47,697.348,1341.161,1791.464,2344.277,3575.532,1089.02,3953.861,954.52,1696.453,2022.866,2889.249,3001.891,3826.266,2198.678,1945.788,697.348,533.909,999.781,1310.67,2567.221,216.165,2809.117,499.806,922.745,1034.912,1785.554,1825.765,2777.696,1275.235,1163.339,0,807.252,791.683,1033.607,1008.311,872.855,1144.744,454.714,773.708,987.954,1103.695,1176.126,1048.57,923.443,782.449
148,FT561,29.25,80.92,29.4Nx80.0E,Wheat_v10_sg_avg_187134.soil,nw_targets_01,116,130,146,169,185,168,116,188,180,121,178,117,118,117,116,107,119,93,106,90,99,104,97,95,98,95,91,100,98,99,0,1,44,52,85,56,4,82,76,13,72,17,7,10,9,624.63029,2078.767792,4658.89858,3222.356752,6112.464645,5294.097079,1200.556765,7362.290723,5859.433607,2747.442186,4924.305613,2014.128602,811.580993,2397.883599,1221.601105,624.63029,2028.185404,2119.869581,2271.337945,1830.754462,1846.63754,1170.022419,1908.226973,1118.087668,1814.968509,868.937711,1379.842021,739.997073,2085.822682,716.322662,0,50.582388,2539.028999,951.018807,4281.710183,3447.459539,30.534346,5454.06375,4741.345939,932.473677,4055.367902,634.286581,71.58392,312.060917,505.278443,1538.09,1798.6,1925.01,2111.43,2519.12,2160.64,1670.31,2358.04,2383.25,1714.44,2330.31,1760.05,1661.94,1596.98,1568.82,1538.09,1791.58,1535.13,1659.19,1516.62,1603.89,1631.48,1513.28,1584.98,1574.6,1568.56,1582.47,1600.81,1517.84,1480.36,0,7.02,389.88,452.24,1002.5,556.75,38.83,844.76,798.27,139.84,761.75,177.58,61.13,79.14,88.46,1134.17,1320.17,1425.67,1534.04,1943.2,1582.82,1249.74,1676.25,1701.43,1279.46,1722.65,1355,1237.42,1190.42,1211.55,1134.17,1317.31,1191.67,1254.6,1220.24,1208.73,1225.02,1155.54,1207.21,1196.93,1239.59,1236.5,1203.11,1147.11,1159,0,2.86,234,279.44,722.96,374.09,24.72,520.71,494.22,82.53,483.06,118.5,34.31,43.31,52.55,1564.083,1946.334,2188.525,2430.27,2849.322,2647.807,1839.188,3094.374,2887.258,1840.271,2711.908,1783.54,1777.686,1684.928,1667.774,1564.083,1931.542,1549.742,1711.628,1507.067,1740.013,1796.706,1599.055,1617.84,1638.612,1534.913,1572.355,1684.295,1564.808,1531.514,0,14.792,638.783,718.642,1342.255,907.794,42.482,1495.319,1269.418,201.659,1176.995,211.185,93.391,120.12,136.26
149,BCC21,28.31,30.71,27.5Nx30.0E,Wheat_v10_sg_avg_128826.soil,nw_targets_01,36,187,188,200,187,230,253,175,243,237,163,178,193,171,190,25,101,97,101,96,106,99,100,97,103,92,98,97,94,98,0,79,70,80,72,108,134,64,128,117,58,67,78,64,72,2104.368884,17107.10307,16057.30585,17390.06327,16123.92581,20609.9629,22420.82865,15848.1658,21657.70685,21218.89984,14478.92325,15970.3349,16921.61276,15179.34091,16436.14024,2104.368884,9667.000117,9398.642383,9781.968231,9322.550392,10310.43682,9632.547785,9737.443185,9427.043994,10049.0943,8932.914872,9560.387703,9453.106909,9148.457803,9534.89079,0,7440.102957,6658.66347,7608.095043,6801.37542,10299.52608,12788.28086,6110.722617,12230.66286,11169.80554,5546.008374,6409.947201,7468.505849,6030.883111,6901.249445,277.88,3696.47,3488.71,3946.83,3699.58,5127.78,5941.97,3575.28,5793.8,5257.7,3090.93,3508.8,3901.63,3305.21,3637.57,277.88,1410.33,1563.55,1642.39,1677.08,1789.68,1637.39,1818.66,1700.93,1588.3,1573.01,1677.65,1654.94,1582.77,1607.98,0,2286.14,1925.16,2304.44,2022.5,3338.1,4304.58,1756.62,4092.87,3669.4,1517.92,1831.15,2246.69,1722.44,2029.59,210.53,3095.99,2927.09,3345.71,3123.41,4413.85,5136.56,3002.84,4997.23,4502.21,2563.05,2943.46,3291.82,2770.14,3030.23,210.53,1085.99,1235.13,1295.99,1338.67,1435.76,1287.52,1455.16,1350.15,1239.48,1241.05,1341.57,1312.19,1263.93,1259.51,0,2010,1691.96,2049.72,1784.74,2978.09,3849.04,1547.68,3647.08,3262.73,1322,1601.89,1979.63,1506.21,1770.72,324.342,3896.413,3831.779,4169.253,3949.472,5288.731,5805.286,3831.617,5698.15,5517.395,3524.35,3782.869,4278.059,3690.513,4127.528,324.342,1904.419,1930.509,2056.802,2022.54,2259.957,2164.128,2119.945,2113.358,2298.523,1958.293,2051.019,2127.096,1936.177,2137.664,0,1991.994,1901.27,2112.451,1926.932,3028.774,3641.158,1711.672,3584.792,3218.872,1566.057,1731.85,2150.963,1754.336,1989.864
150,FT555,39.18,41.17,38.8Nx40.0E,Wheat_v10_sg_avg_121127.soil,nw_targets_01,68,334,292,350,287,317,292,331,320,320,353,289,296,321,315,28,259,177,184,165,225,185,171,218,205,258,175,111,148,238,0,61,68,67,81,65,75,81,83,68,81,75,78,70,63,0,6785.97544,6375.488725,7280.851684,4445.216662,6483.835342,7787.184976,7065.461825,8645.503415,9010.517854,8525.722234,7815.826678,10117.91605,8806.147741,8121.616395,0,1551.965529,692.145027,1558.765049,0,1086.808024,1388.899714,349.215856,1543.049503,3107.44061,1261.880113,833.570174,2370.178083,2476.084168,2360.747751,0,5234.009911,5683.343698,5722.086635,4445.216662,5397.027318,6398.285262,6716.245969,7102.453912,5903.077244,7263.842121,6982.256504,7747.737967,6330.063573,5760.868644,-33.94,3186.6,3393.35,4024.27,3667.19,3658.91,4034.04,4256.59,4180.04,4022.39,4586.29,3770.26,3962.33,3889.9,3928.45,-33.94,1572.77,1489.63,2170.3,1289.19,1871.7,1886.75,1882.04,1731.74,2141.52,2193.03,1603.27,1699.59,1930.54,2213.53,0,1613.83,1903.72,1853.97,2378,1787.21,2147.29,2374.55,2448.3,1880.87,2393.26,2166.99,2262.74,1959.36,1714.92,-71.5,2250.32,2684.4,3293.46,2991.17,2793.72,3206.58,3465.53,3262.9,3115.43,3606.53,2921.42,3214.82,3118.86,3093.73,-71.5,923.81,1098.91,1728.86,987.77,1311.61,1399.19,1454.6,1202.24,1527.75,1586.46,1154.79,1340.61,1483.38,1639.29,0,1326.51,1585.49,1564.6,2003.4,1482.11,1807.39,2010.93,2060.66,1587.68,2020.07,1766.63,1874.21,1635.48,1454.44,129.773,5214.385,4355.982,4638.012,4313.285,5051.705,5033.466,4874.68,5251.844,5598.934,5991.417,4849.239,4690.124,4636.759,5234.469,129.773,3624.564,2533.959,2915.278,2087.925,3314.522,3077.86,2713.084,2935.227,3878.829,3828.043,2764.576,2563.474,2860.139,3494.632,0,1589.821,1822.023,1722.734,2225.36,1737.183,1955.606,2161.596,2316.617,1720.105,2163.374,2084.663,2126.65,1776.62,1739.837
151,BCC51,30.57,34.48,31.3Nx35.0E,Wheat_v10_sg_avg_128063.soil,nw_targets_01,36,172,173,267,80,182,195,161,186,199,161,167,167,165,178,26,116,103,191,25,109,103,103,103,111,101,102,102,101,105,0,52,52,53,51,58,72,45,65,69,47,50,48,48,59,328.811289,13511.07357,13472.51772,20796.31588,6130.689273,15059.26128,16654.45691,14282.64906,15922.82306,15728.0945,14189.15293,14049.71752,14288.27051,13515.55783,15203.46184,328.811289,8707.964242,8617.216031,15926.34435,1834.004704,9488.578527,9717.976802,9957.764871,9634.99188,9009.789028,9617.218968,9163.927222,9599.367933,8801.307989,9406.903728,0,4803.109329,4855.30169,4869.97153,4296.684569,5570.682751,6936.480104,4324.884185,6287.831182,6718.305474,4571.933958,4885.790295,4688.902581,4714.249838,5796.558113,252.35,2739.97,2724.9,4116.2,995.67,3102.54,3559.34,2638.34,3382.65,3477.82,2619.17,2704.2,2707.91,2604.74,3085.95,252.35,1449.61,1444.03,2783.19,269.67,1587.12,1532.04,1616.43,1591.14,1560.4,1516.49,1508.93,1563.73,1458.58,1534.18,0,1290.36,1280.87,1333.01,726,1515.42,2027.3,1021.91,1791.51,1917.42,1102.68,1195.27,1144.18,1146.16,1551.77,221.65,2297.98,2318.85,3509.73,833.7,2621.12,2998.25,2175.12,2858.33,2909.43,2188.77,2249.61,2270.19,2191.67,2577.73,221.65,1207.75,1218.62,2362.02,228.02,1332.02,1265.26,1298.98,1317.48,1290.49,1244.56,1245.27,1284.91,1219.31,1262.87,0,1090.23,1100.23,1147.71,605.68,1289.1,1732.99,876.14,1540.85,1618.94,944.21,1004.34,985.28,972.36,1314.86,247.18,3148.675,3266.527,4341.961,1100.301,3707.185,4003.393,3310.418,3886.932,4220.375,3264.261,3239.694,3349.798,3205.602,3727.967,247.18,1808.89,1825.113,2970.186,283.439,2034.977,1970.625,2039.333,2000.446,2211.874,1977.226,1900.645,2050.74,1854.47,2072.94,0,1339.785,1441.414,1371.775,816.862,1672.208,2032.768,1271.085,1886.486,2008.501,1287.035,1339.049,1299.058,1351.132,1655.027
152,BCC107,33.93,36.1,33.2Nx35.0E,Wheat_v10_sg_avg_127133.soil,nw_targets_01,35,247,95,218,117,229,127,202,151,152,159,166,155,170,226,26,192,23,162,67,163,66,148,93,104,104,106,103,105,164,0,45,58,45,47,46,50,41,48,44,42,43,41,41,47,0,14826.58121,2062.944631,13100.11732,8514.983104,15345.08041,6279.241149,14077.01532,7069.962839,9881.760426,13825.10155,12342.72705,12100.80403,11425.91282,12274.70112,0,10327.57758,0,8660.326679,3928.346484,10745.21889,1766.391521,10021.72132,2493.707733,5481.760426,9625.101548,8042.727049,8000.804029,7325.912819,7574.701118,0,4499.003633,2062.944631,4439.79064,4586.63662,4599.861523,4512.849628,4055.293996,4576.255106,4400,4200,4300,4100,4100,4700,269.58,3546.56,1006.5,3036.1,1611,3229.92,1520.26,2908.89,1965.71,2100.37,2383.41,2393.24,2341.89,2321.7,3413.61,269.58,2515.46,276.14,2036.63,843.8,2176.32,781.91,2086.25,1163.28,1220.2,1487.56,1458.74,1460.8,1437.75,2331.51,0,1031.1,730.36,999.47,767.2,1053.6,738.35,822.64,802.43,880.17,895.85,934.5,881.09,883.95,1082.1,247.58,3178.9,933.82,2717.94,1439.08,2902.93,1352.22,2573.18,1756.22,1846.23,2100.22,2112.58,2080.52,2060.64,3062.69,247.58,2277.78,263.22,1838.48,768.72,1973.63,704.13,1844.78,1060.23,1083.84,1312.48,1298.81,1296.92,1293.53,2117.88,0,901.12,670.6,879.46,670.36,929.3,648.09,728.4,695.99,762.39,787.74,813.77,783.6,767.11,944.81,192.385,3663.304,1001.638,3270.048,1840.882,3709.033,1874.036,3408.099,2252.488,2880.881,3087.4,3002.452,2982.473,3040.841,3740.075,192.385,2515.729,180.416,2136.196,819.671,2437.631,826.85,2288.174,1125.719,1666.898,1925.181,1846.573,1899.94,1922.547,2474.386,0,1147.575,821.222,1133.852,1021.211,1271.402,1047.186,1119.925,1126.769,1213.983,1162.219,1155.879,1082.533,1118.294,1265.689
153,BCC103,32.12,36.27,31.3Nx37.5E,Wheat_v10_sg_avg_127013.soil,nw_targets_01,35,241,235,252,202,250,261,199,256,272,192,219,223,223,241,9,155,117,122,108,126,116,113,119,132,109,115,110,119,125,0,82,91,100,65,100,120,61,114,115,59,78,81,78,97,0,18682.74742,17956.21001,19741.40761,15277.30658,20311.29534,21785.61805,16328.59774,21225.20381,21075.37183,15491.92649,17481.33321,17475.18178,17133.6286,19736.15406,0,11389.51874,9776.806821,10672.91217,9417.723153,11194.1198,10830.06265,10761.18771,10807.70083,10558.66733,10140.94823,10343.71553,10109.55363,9961.353135,10862.2341,0,7293.228677,8179.403188,9068.495439,5859.583422,9117.17554,10955.5554,5567.410028,10417.50298,10516.7045,5350.978257,7137.617677,7365.628153,7172.275468,8873.919961,50.41,4442.98,4319.14,4815.02,3384.35,4975.16,5553.22,3329.09,5536.49,5616.75,3146.29,3945.68,4101.1,3976.93,4737.59,50.41,2040.27,1602.41,1760.64,1607.86,1909.07,1722.77,1680.99,1916.74,1992.04,1590.47,1682.79,1757.58,1723.96,1785.9,0,2402.71,2716.73,3054.38,1776.49,3066.09,3830.45,1648.1,3619.75,3624.71,1555.82,2262.89,2343.52,2252.97,2951.69,34.2,3601,3581.03,4019.34,2738.89,4105.72,4598.68,2632.02,4603.79,4661.13,2498.14,3181.34,3372.09,3275.48,3879.57,34.2,1536.48,1221.78,1370.65,1236.5,1462.33,1300.71,1244.84,1483.24,1539.19,1184.79,1252.04,1344.44,1336.87,1342.25,0,2064.52,2359.25,2648.69,1502.39,2643.39,3297.97,1387.18,3120.55,3121.94,1313.35,1929.3,2027.65,1938.61,2537.32,81.4,5080.418,4868.203,5107.713,4037.538,5540.438,5789.863,4250.67,5817.143,6093.735,4038.665,4625.385,4844.674,4744.865,5466.787,81.4,2810.199,2307.55,2386.594,2215.218,2707.354,2453.164,2463.683,2604.865,2916.054,2318.795,2415.805,2502.605,2447.508,2668.589,0,2270.219,2560.653,2721.119,1822.32,2833.084,3336.699,1786.987,3212.278,3177.681,1719.87,2209.58,2342.069,2297.357,2798.198
154,BCC105,31.28,35.83,31.3Nx35.0E,Wheat_v10_sg_avg_128063.soil,nw_targets_01,36,172,173,267,80,182,195,161,186,199,161,167,167,165,178,26,116,103,191,25,109,103,103,103,111,101,102,102,101,105,0,52,52,53,51,58,72,45,65,69,47,50,48,48,59,328.811289,13511.07357,13472.51772,20796.31588,6130.689273,15059.26128,16654.45691,14282.64906,15922.82306,15728.0945,14189.15293,14049.71752,14288.27051,13515.55783,15203.46184,328.811289,8707.964242,8617.216031,15926.34435,1834.004704,9488.578527,9717.976802,9957.764871,9634.99188,9009.789028,9617.218968,9163.927222,9599.367933,8801.307989,9406.903728,0,4803.109329,4855.30169,4869.97153,4296.684569,5570.682751,6936.480104,4324.884185,6287.831182,6718.305474,4571.933958,4885.790295,4688.902581,4714.249838,5796.558113,252.35,2739.97,2724.9,4116.2,995.67,3102.54,3559.34,2638.34,3382.65,3477.82,2619.17,2704.2,2707.91,2604.74,3085.95,252.35,1449.61,1444.03,2783.19,269.67,1587.12,1532.04,1616.43,1591.14,1560.4,1516.49,1508.93,1563.73,1458.58,1534.18,0,1290.36,1280.87,1333.01,726,1515.42,2027.3,1021.91,1791.51,1917.42,1102.68,1195.27,1144.18,1146.16,1551.77,221.65,2297.98,2318.85,3509.73,833.7,2621.12,2998.25,2175.12,2858.33,2909.43,2188.77,2249.61,2270.19,2191.67,2577.73,221.65,1207.75,1218.62,2362.02,228.02,1332.02,1265.26,1298.98,1317.48,1290.49,1244.56,1245.27,1284.91,1219.31,1262.87,0,1090.23,1100.23,1147.71,605.68,1289.1,1732.99,876.14,1540.85,1618.94,944.21,1004.34,985.28,972.36,1314.86,247.18,3148.675,3266.527,4341.961,1100.301,3707.185,4003.393,3310.418,3886.932,4220.375,3264.261,3239.694,3349.798,3205.602,3727.967,247.18,1808.89,1825.113,2970.186,283.439,2034.977,1970.625,2039.333,2000.446,2211.874,1977.226,1900.645,2050.74,1854.47,2072.94,0,1339.785,1441.414,1371.775,816.862,1672.208,2032.768,1271.085,1886.486,2008.501,1287.035,1339.049,1299.058,1351.132,1655.027
155,HOR12762,38.28,67.9,38.8Nx67.5E,Wheat_v10_sg_avg_182272.soil,nw_targets_01,16,335,271,330,258,269,276,326,274,256,312,266,324,269,331,0,164,206,162,171,124,122,162,186,107,116,103,121,177,160,0,56,57,57,79,68,68,53,65,65,60,74,59,64,63,0,11548.70102,11264.46011,11068.42535,11371.55865,13390.73652,11693.2996,15094.8621,11038.90798,12181.51556,11702.80144,11787.4262,14421.36724,12446.30553,14389.32188,0,5948.874788,5567.565456,5372.025151,3542.210418,6600.039964,4899.446064,9796.752473,4567.725376,5688.976333,5707.874448,4396.096498,8523.027495,6049.003097,8090.640639,0,5599.826236,5696.894654,5696.400196,7829.348236,6790.696557,6793.853533,5298.109631,6471.182603,6492.539223,5994.926994,7391.329705,5898.339747,6397.302428,6298.681242,0,3925.87,3705.11,3664.48,4303.6,4392.15,4209.94,4930.11,4089.35,4008.59,4204.54,4226.51,4264.53,4364.5,4647.87,0,2476.47,2198.73,2173.39,2019.2,2519.93,2360.99,3593.11,2303.8,2237.92,2617.38,2108.89,2705.42,2701.39,2937.18,0,1449.4,1506.38,1491.09,2284.4,1872.22,1848.95,1337,1785.55,1770.67,1587.16,2117.62,1559.11,1663.11,1710.69,0,3290.7,2991.54,3041.93,3588.72,3763.2,3608.26,4221.49,3335.53,3418.03,3601.14,3631.94,3671.21,3641.54,3952.69,0,2047.4,1683.92,1750.87,1578.69,2139.02,2001.82,3087.99,1775.98,1880.03,2246.8,1770.28,2330.27,2204.39,2481.67,0,1243.3,1307.62,1291.06,2010.03,1624.18,1606.44,1133.5,1559.55,1538,1354.34,1861.66,1340.94,1437.15,1471.02,0,4521.958,5089.842,4491.816,4984.152,4836.357,4700.497,5302.848,5334.963,4690.388,4633.065,4740.753,4872.784,5406.423,5351.845,0,3068.455,3620.368,2923.006,2717.442,3014.714,2864.593,3984.395,3467.123,2819.147,3048.168,2685.222,3289.081,3666.833,3653.786,0,1453.503,1469.474,1568.81,2266.71,1821.643,1835.904,1318.453,1867.84,1871.241,1584.897,2055.531,1583.703,1739.59,1698.059
