,Accession,Latitude,Longitude,CLM_grid,avg_soil_file,scenario,maturity_days_5,maturity_days_6,maturity_days_7,maturity_days_8,maturity_days_9,maturity_days_10,maturity_days_11,maturity_days_12,maturity_days_13,maturity_days_14,maturity_days_15,maturity_days_16,maturity_days_17,maturity_days_18,maturity_days_19,veg_days_5,veg_days_6,veg_days_7,veg_days_8,veg_days_9,veg_days_10,veg_days_11,veg_days_12,veg_days_13,veg_days_14,veg_days_15,veg_days_16,veg_days_17,veg_days_18,veg_days_19,repro_days_5,repro_days_6,repro_days_7,repro_days_8,repro_days_9,repro_days_10,repro_days_11,repro_days_12,repro_days_13,repro_days_14,repro_days_15,repro_days_16,repro_days_17,repro_days_18,repro_days_19,water_cum_adj_5,water_cum_adj_6,water_cum_adj_7,water_cum_adj_8,water_cum_adj_9,water_cum_adj_10,water_cum_adj_11,water_cum_adj_12,water_cum_adj_13,water_cum_adj_14,water_cum_adj_15,water_cum_adj_16,water_cum_adj_17,water_cum_adj_18,water_cum_adj_19,water_veg_adj_5,water_veg_adj_6,water_veg_adj_7,water_veg_adj_8,water_veg_adj_9,water_veg_adj_10,water_veg_adj_11,water_veg_adj_12,water_veg_adj_13,water_veg_adj_14,water_veg_adj_15,water_veg_adj_16,water_veg_adj_17,water_veg_adj_18,water_veg_adj_19,water_repro_adj_5,water_repro_adj_6,water_repro_adj_7,water_repro_adj_8,water_repro_adj_9,water_repro_adj_10,water_repro_adj_11,water_repro_adj_12,water_repro_adj_13,water_repro_adj_14,water_repro_adj_15,water_repro_adj_16,water_repro_adj_17,water_repro_adj_18,water_repro_adj_19,tmpavg_cum_adj_5,tmpavg_cum_adj_6,tmpavg_cum_adj_7,tmpavg_cum_adj_8,tmpavg_cum_adj_9,tmpavg_cum_adj_10,tmpavg_cum_adj_11,tmpavg_cum_adj_12,tmpavg_cum_adj_13,tmpavg_cum_adj_14,tmpavg_cum_adj_15,tmpavg_cum_adj_16,tmpavg_cum_adj_17,tmpavg_cum_adj_18,tmpavg_cum_adj_19,tmpavg_veg_adj_5,tmpavg_veg_adj_6,tmpavg_veg_adj_7,tmpavg_veg_adj_8,tmpavg_veg_adj_9,tmpavg_veg_adj_10,tmpavg_veg_adj_11,tmpavg_veg_adj_12,tmpavg_veg_adj_13,tmpavg_veg_adj_14,tmpavg_veg_adj_15,tmpavg_veg_adj_16,tmpavg_veg_adj_17,tmpavg_veg_adj_18,tmpavg_veg_adj_19,tmpavg_repro_adj_5,tmpavg_repro_adj_6,tmpavg_repro_adj_7,tmpavg_repro_adj_8,tmpavg_repro_adj_9,tmpavg_repro_adj_10,tmpavg_repro_adj_11,tmpavg_repro_adj_12,tmpavg_repro_adj_13,tmpavg_repro_adj_14,tmpavg_repro_adj_15,tmpavg_repro_adj_16,tmpavg_repro_adj_17,tmpavg_repro_adj_18,tmpavg_repro_adj_19,cold_cum_adj_5,cold_cum_adj_6,cold_cum_adj_7,cold_cum_adj_8,cold_cum_adj_9,cold_cum_adj_10,cold_cum_adj_11,cold_cum_adj_12,cold_cum_adj_13,cold_cum_adj_14,cold_cum_adj_15,cold_cum_adj_16,cold_cum_adj_17,cold_cum_adj_18,cold_cum_adj_19,cold_veg_adj_5,cold_veg_adj_6,cold_veg_adj_7,cold_veg_adj_8,cold_veg_adj_9,cold_veg_adj_10,cold_veg_adj_11,cold_veg_adj_12,cold_veg_adj_13,cold_veg_adj_14,cold_veg_adj_15,cold_veg_adj_16,cold_veg_adj_17,cold_veg_adj_18,cold_veg_adj_19,cold_repro_adj_5,cold_repro_adj_6,cold_repro_adj_7,cold_repro_adj_8,cold_repro_adj_9,cold_repro_adj_10,cold_repro_adj_11,cold_repro_adj_12,cold_repro_adj_13,cold_repro_adj_14,cold_repro_adj_15,cold_repro_adj_16,cold_repro_adj_17,cold_repro_adj_18,cold_repro_adj_19,solar_cum_adj_5,solar_cum_adj_6,solar_cum_adj_7,solar_cum_adj_8,solar_cum_adj_9,solar_cum_adj_10,solar_cum_adj_11,solar_cum_adj_12,solar_cum_adj_13,solar_cum_adj_14,solar_cum_adj_15,solar_cum_adj_16,solar_cum_adj_17,solar_cum_adj_18,solar_cum_adj_19,solar_veg_adj_5,solar_veg_adj_6,solar_veg_adj_7,solar_veg_adj_8,solar_veg_adj_9,solar_veg_adj_10,solar_veg_adj_11,solar_veg_adj_12,solar_veg_adj_13,solar_veg_adj_14,solar_veg_adj_15,solar_veg_adj_16,solar_veg_adj_17,solar_veg_adj_18,solar_veg_adj_19,solar_repro_adj_5,solar_repro_adj_6,solar_repro_adj_7,solar_repro_adj_8,solar_repro_adj_9,solar_repro_adj_10,solar_repro_adj_11,solar_repro_adj_12,solar_repro_adj_13,solar_repro_adj_14,solar_repro_adj_15,solar_repro_adj_16,solar_repro_adj_17,solar_repro_adj_18,solar_repro_adj_19
156,FT630,33.47,35.87,33.2Nx35.0E,Wheat_v10_sg_avg_127133.soil,nw_targets_01,35,247,95,218,117,229,127,202,151,152,159,166,155,170,226,26,192,23,162,67,163,66,148,93,104,104,106,103,105,164,0,45,58,45,47,46,50,41,48,44,42,43,41,41,47,0,14826.58121,2062.944631,13100.11732,8514.983104,15345.08041,6279.241149,14077.01532,7069.962839,9881.760426,13825.10155,12342.72705,12100.80403,11425.91282,12274.70112,0,10327.57758,0,8660.326679,3928.346484,10745.21889,1766.391521,10021.72132,2493.707733,5481.760426,9625.101548,8042.727049,8000.804029,7325.912819,7574.701118,0,4499.003633,2062.944631,4439.79064,4586.63662,4599.861523,4512.849628,4055.293996,4576.255106,4400,4200,4300,4100,4100,4700,269.58,3546.56,1006.5,3036.1,1611,3229.92,1520.26,2908.89,1965.71,2100.37,2383.41,2393.24,2341.89,2321.7,3413.61,269.58,2515.46,276.14,2036.63,843.8,2176.32,781.91,2086.25,1163.28,1220.2,1487.56,1458.74,1460.8,1437.75,2331.51,0,1031.1,730.36,999.47,767.2,1053.6,738.35,822.64,802.43,880.17,895.85,934.5,881.09,883.95,1082.1,247.58,3178.9,933.82,2717.94,1439.08,2902.93,1352.22,2573.18,1756.22,1846.23,2100.22,2112.58,2080.52,2060.64,3062.69,247.58,2277.78,263.22,1838.48,768.72,1973.63,704.13,1844.78,1060.23,1083.84,1312.48,1298.81,1296.92,1293.53,2117.88,0,901.12,670.6,879.46,670.36,929.3,648.09,728.4,695.99,762.39,787.74,813.77,783.6,767.11,944.81,192.385,3663.304,1001.638,3270.048,1840.882,3709.033,1874.036,3408.099,2252.488,2880.881,3087.4,3002.452,2982.473,3040.841,3740.075,192.385,2515.729,180.416,2136.196,819.671,2437.631,826.85,2288.174,1125.719,1666.898,1925.181,1846.573,1899.94,1922.547,2474.386,0,1147.575,821.222,1133.852,1021.211,1271.402,1047.186,1119.925,1126.769,1213.983,1162.219,1155.879,1082.533,1118.294,1265.689
157,FT631,33.93,36.1,33.2Nx35.0E,Wheat_v10_sg_avg_127133.soil,nw_targets_01,35,247,95,218,117,229,127,202,151,152,159,166,155,170,226,26,192,23,162,67,163,66,148,93,104,104,106,103,105,164,0,45,58,45,47,46,50,41,48,44,42,43,41,41,47,0,14826.58121,2062.944631,13100.11732,8514.983104,15345.08041,6279.241149,14077.01532,7069.962839,9881.760426,13825.10155,12342.72705,12100.80403,11425.91282,12274.70112,0,10327.57758,0,8660.326679,3928.346484,10745.21889,1766.391521,10021.72132,2493.707733,5481.760426,9625.101548,8042.727049,8000.804029,7325.912819,7574.701118,0,4499.003633,2062.944631,4439.79064,4586.63662,4599.861523,4512.849628,4055.293996,4576.255106,4400,4200,4300,4100,4100,4700,269.58,3546.56,1006.5,3036.1,1611,3229.92,1520.26,2908.89,1965.71,2100.37,2383.41,2393.24,2341.89,2321.7,3413.61,269.58,2515.46,276.14,2036.63,843.8,2176.32,781.91,2086.25,1163.28,1220.2,1487.56,1458.74,1460.8,1437.75,2331.51,0,1031.1,730.36,999.47,767.2,1053.6,738.35,822.64,802.43,880.17,895.85,934.5,881.09,883.95,1082.1,247.58,3178.9,933.82,2717.94,1439.08,2902.93,1352.22,2573.18,1756.22,1846.23,2100.22,2112.58,2080.52,2060.64,3062.69,247.58,2277.78,263.22,1838.48,768.72,1973.63,704.13,1844.78,1060.23,1083.84,1312.48,1298.81,1296.92,1293.53,2117.88,0,901.12,670.6,879.46,670.36,929.3,648.09,728.4,695.99,762.39,787.74,813.77,783.6,767.11,944.81,192.385,3663.304,1001.638,3270.048,1840.882,3709.033,1874.036,3408.099,2252.488,2880.881,3087.4,3002.452,2982.473,3040.841,3740.075,192.385,2515.729,180.416,2136.196,819.671,2437.631,826.85,2288.174,1125.719,1666.898,1925.181,1846.573,1899.94,1922.547,2474.386,0,1147.575,821.222,1133.852,1021.211,1271.402,1047.186,1119.925,1126.769,1213.983,1162.219,1155.879,1082.533,1118.294,1265.689
158,FT632,37.08,42.07,36.9Nx42.5E,Wheat_v10_sg_avg_122262.soil,nw_targets_01,29,361,267,339,295,338,287,326,322,341,273,296,313,298,350,0,191,150,157,157,187,157,103,169,220,151,139,110,157,196,0,74,99,79,116,95,115,115,106,82,118,90,108,90,87,0,12314.74716,11242.99242,12250.63185,11791.38627,11701.38992,13349.93679,15744.75508,13824.141,14392.60545,15876.64311,19531.07464,18724.56707,14242.21871,15030.28381,0,5025.584662,1598.161041,4991.000818,779.715003,2213.650546,1889.887989,4257.628797,3640.070168,6302.608919,4088.3972,10534.21124,7927.260723,5243.454551,6333.353335,0,7289.162493,9644.831379,7259.631027,11011.67127,9487.73937,11460.0488,11487.12628,10184.07083,8089.996526,11788.24591,8996.863397,10797.30635,8998.764159,8696.930472,0,5235.09,4297.48,4912.56,5240.88,5070.86,5286.01,5318.66,5514.9,5546.37,5330.45,5672.5,5371.96,5306.43,5747.47,0,3117.37,1283.63,2620.12,1560.85,2181.23,1673.66,1673.86,2216.85,3207.27,1590.33,2975.29,1987.5,2598.6,3141.06,0,2117.72,3013.85,2292.44,3680.03,2889.63,3612.35,3644.8,3298.05,2339.1,3740.12,2697.21,3384.46,2707.83,2606.41,0,4473.04,3605.31,4230.05,4480.16,4259.43,4476.61,4635.57,4720.49,4653.59,4545.79,4930.15,4668.67,4569.91,4970.88,0,2604.08,947.89,2187.8,1216.36,1696.31,1296.56,1386.64,1799.02,2591.29,1221.43,2542.96,1653.87,2153.08,2635.71,0,1868.96,2657.42,2042.25,3263.8,2563.12,3180.05,3248.93,2921.47,2062.3,3324.36,2387.19,3014.8,2416.83,2335.17,0,5207.923,4840.003,4844.462,5438.998,5714.074,5720.322,5359.746,5789.615,6271.565,5963.46,5463.018,5514.992,5685.918,5932.69,0,3517.736,2163.352,3143.053,2383.254,3195.461,2662.489,2264.549,2957.716,4345.462,2696.324,3353.836,2689.651,3478.078,3744.334,0,1690.187,2676.651,1701.409,3055.744,2518.613,3057.833,3095.197,2831.899,1926.103,3267.136,2109.182,2825.341,2207.84,2188.356
159,FT657,29.61,52.52,29.4Nx52.5E,Wheat_v10_sg_avg_128640.soil,nw_targets_01,71,208,158,215,220,152,164,191,108,336,164,171,113,242,137,64,152,102,162,149,84,114,141,49,177,111,152,36,178,62,0,46,46,44,42,58,41,41,47,147,43,5,67,40,64,0,3167.835309,3495.069935,5263.664384,14106.29205,5907.513353,7324.789632,13736.45715,6161.415681,23013.82252,8413.5282,8723.127996,8256.735481,12549.16437,9015.169096,0,560.793574,2194.656553,2101.496994,10070.03785,1813.555252,3929.795409,9896.8918,3522.99211,8691.133854,4802.730458,8438.789559,1651.309574,12336.54553,3035.554518,0,2607.041735,1300.413382,3162.16739,4036.254197,4093.958101,3394.994223,3839.56535,2638.423571,14322.68867,3610.797742,284.338437,6605.425907,212.618836,5979.614578,772.54,2630.42,1754.99,2847.92,3263.03,1858.66,2020.27,2690.55,1264,7364.78,2096.57,2554.57,1172.92,3558.36,1578.79,772.54,1662.64,1058.64,1873.5,2423.23,1133.1,1310.19,1855.64,553.63,2464.48,1380.36,2496.66,428.22,2796.7,830.05,0,967.78,696.35,974.42,839.8,725.56,710.08,834.91,710.37,4900.3,716.21,57.91,744.7,761.66,748.74,687.87,2200.35,1450.47,2412.71,2768.81,1523.19,1630.18,2203.91,1019.53,6326.96,1743.44,2139.73,904,3009.47,1285.66,687.87,1355.8,856.57,1561.99,2047.62,944.21,1035.5,1494.05,432.23,2009.07,1148.21,2096.89,352.88,2346.92,692.39,0,844.55,593.9,850.72,721.19,578.98,594.68,709.86,587.3,4317.89,595.23,42.84,551.12,662.55,593.27,594.39,3322.95,2287.221,3377.787,3237.909,2239.623,2643.764,3227.631,1621.261,7247.755,2524.909,2618.722,1678.982,3884.893,2047.897,594.39,2291.77,1431.97,2330.274,2336.84,1240.391,1768.454,2253.507,729.644,3150.919,1617.107,2539.013,477.541,3039.272,910.719,0,1031.18,855.251,1047.513,901.069,999.232,875.31,974.124,891.617,4096.836,907.802,79.709,1201.441,845.621,1137.178
160,FT658,35.37,43.2,35.1Nx42.5E,Wheat_v10_sg_avg_124736.soil,nw_targets_01,69,307,286,319,282,341,339,225,301,343,220,296,280,293,357,58,174,134,152,114,166,188,167,142,198,122,125,99,131,179,0,110,119,100,135,122,141,46,134,130,91,130,133,122,121,2188.225853,17804.59948,20612.60731,22758.69199,20865.60304,23915.22934,28213.81501,14190.41664,18548.37163,27732.27393,19856.50399,25061.5303,20575.74814,21076.77782,24107.82977,2188.225853,7037.56668,8712.607311,12793.84343,7614.354722,11715.22934,14153.9325,9675.641671,5708.832869,14789.30662,10756.50399,12061.5303,7316.554542,8876.777823,12007.82977,0,10767.0328,11900,9964.848556,13251.24832,12200,14059.88251,4514.774966,12839.53876,12942.96731,9100,13000,13259.1936,12200,12100,375.42,5492.99,5723.6,5896.63,6043.59,5956.83,6598.31,2579.16,5687.36,6552.97,4106.82,6400.49,5886.25,5926.5,6679.98,375.42,2065.57,1925.18,2826.71,1601.03,2058.92,1937.82,1553.25,1311.58,2349.24,1341.81,2146.78,1559.5,2002.7,2834.04,0,3427.42,3798.42,3069.92,4442.56,3897.91,4660.49,1025.91,4375.78,4203.73,2765.01,4253.71,4326.75,3923.8,3845.94,288.16,4679.72,4967.04,5141.99,5268.65,5074.35,5619.52,2038.73,4878.57,5533.29,3439.15,5581.26,5148.74,5155.28,5790.25,288.16,1628.51,1570.8,2391.22,1307.06,1599.3,1456.9,1153.45,963.86,1785.32,1002.64,1786.02,1285.19,1650.01,2339.1,0,3051.21,3396.24,2750.77,3961.59,3475.05,4162.62,885.28,3914.71,3747.97,2436.51,3795.24,3863.55,3505.27,3451.15,411.169,5672.102,5549.476,5370.795,5592.662,6094.493,6593.546,3480.011,5761.821,6879.472,4795.42,5944.096,5653.305,5836.474,6317.612,411.169,3061.354,2563.906,3250.064,2111.298,2838.717,2784.039,2237.026,2073.078,3565.804,2120.419,2681.857,2125.901,2761.928,3225.806,0,2610.748,2985.57,2120.731,3481.364,3255.776,3809.507,1242.985,3688.743,3313.668,2675.001,3262.239,3527.404,3074.546,3091.806
161,FT660,36.75,45.7,36.9Nx45.0E,Wheat_v10_sg_avg_123740.soil,nw_targets_01,71,345,307,348,331,310,286,335,293,352,352,273,312,293,334,0,188,195,184,244,240,187,177,180,188,260,192,132,127,171,0,52,65,55,75,55,71,66,67,61,78,74,52,48,60,0,8350.235594,8251.05555,7650.42494,7250.335615,5043.416749,8362.090605,9454.842858,8770.231194,8621.660851,9208.369483,10468.49187,11433.06411,8952.658407,9075.427157,0,3819.748544,2655.800996,2883.299739,895.742251,615.778083,2138.461036,3523.915476,2910.314668,3391.873804,2180.712457,3264.133767,6246.031732,4921.152187,3732.324549,0,4530.48705,5595.254554,4767.125201,6354.593364,4427.638666,6223.629569,5930.927382,5859.916526,5229.787047,7027.657026,7204.358103,5187.032374,4031.50622,5343.102608,0,3716.18,3549.2,3592.12,4151.1,3020.08,3725.34,4231.79,3679.89,4126.27,4149.38,4151.45,4048.64,3932.05,4021.79,0,2405.54,1777.66,2169.37,2004.05,1603.76,1717.62,2425.57,1844.62,2535.48,1878.84,2036.68,2767.68,2841.01,2447.94,0,1310.64,1771.54,1422.75,2147.05,1416.32,2007.72,1806.22,1835.27,1590.79,2270.54,2114.77,1280.96,1091.04,1573.85,0,2996.49,2849.93,2905.25,3300.12,2280.92,2899.31,3464.83,2910.97,3303.41,3211.67,3331.58,3382.52,3323.9,3297.13,0,1901.91,1344.12,1706.15,1468.54,1094.51,1197.45,1925.27,1381.69,1967.64,1287.85,1533.23,2312.09,2400.18,1962.68,0,1094.58,1505.81,1199.1,1831.58,1186.41,1701.86,1539.56,1529.28,1335.77,1923.82,1798.35,1070.43,923.72,1334.45,0,4441.201,4658.127,4345.345,5244.2,4823.208,5230.985,5006.74,4900.789,4998.306,5937.068,5306.338,4627.459,4319.42,4832.389,0,3146.224,3036.96,2979.718,3312.969,3261.433,3329.174,3309.914,3047.919,3514.995,3785.427,3434.927,3423.886,3311.832,3277.173,0,1294.977,1621.167,1365.627,1931.231,1561.775,1901.811,1696.826,1852.87,1483.311,2151.641,1871.411,1203.573,1007.588,1555.216
162,FT661,38.5,47.2,38.8Nx47.5E,Wheat_v10_sg_avg_118969.soil,nw_targets_01,116,292,349,303,336,299,305,304,305,328,295,341,316,322,310,107,224,288,247,266,242,243,240,242,268,224,271,252,253,252,0,50,50,44,59,45,48,52,50,50,56,60,52,57,48,0,3839.205403,6629.709051,2831.715664,3917.000895,362.286238,680.38601,2439.113631,2044.140298,2842.408996,1401.815051,6468.873995,2887.35744,2807.034833,872.246337,0,172.233164,2389.846457,228.554821,6.294426,69.285105,0,0,13.923365,64.219805,0,1538.180811,34.725097,16.183471,0,0,3666.972239,4239.862594,2603.160843,3910.706469,293.001133,680.38601,2439.113631,2030.216933,2778.189191,1401.815051,4930.693184,2852.632343,2790.851362,872.246337,652.22,1581.91,3279.47,1851.91,3759.19,2254.51,2484.59,2834.47,2561.79,2794.08,2145.01,3754.91,2948.55,2934.2,2884.32,652.22,505.75,2082.65,989.89,2204.54,1408.13,1476.26,1624.03,1496.79,1671.42,953.5,2133.74,1697.91,1584.28,1842.96,0,1076.16,1196.82,862.02,1554.65,846.38,1008.33,1210.44,1065,1122.66,1191.51,1621.17,1250.64,1349.92,1041.36,446.44,774.8,2334.78,1062.79,2821.05,1536.19,1647.6,1888.46,1645.33,1780.95,1317.1,2601.29,1998.27,2019.2,2018.37,446.44,-28.17,1407.54,388.55,1585.94,874.15,854.4,963.65,850.69,920.73,422.99,1335.04,1028.51,983.09,1209.5,0,802.97,927.24,674.24,1235.11,662.04,793.2,924.81,794.64,860.22,894.11,1266.25,969.76,1036.11,808.87,778.029,3851.519,4552.389,3829.199,4782.658,3734.058,4045.964,4451.017,4188.789,4926.669,3920.32,5338.899,4740.034,4444.714,4299.329,778.029,2474.804,3341.897,2718.055,3149.012,2550.906,2867.887,3023.055,2756.899,3478.167,2458.067,3728.308,3289.283,2850.009,3003.497,0,1376.715,1210.492,1111.144,1633.646,1183.152,1178.077,1427.962,1431.89,1448.502,1462.253,1610.591,1450.751,1594.705,1295.832
163,FT735,37.79,39.96,36.9Nx40.0E,Wheat_v10_sg_avg_122600.soil,nw_targets_01,29,364,174,352,272,332,273,336,296,332,250,291,304,288,344,0,179,116,200,133,203,132,170,146,183,132,124,101,145,172,0,96,45,100,113,117,129,121,123,124,112,124,124,123,116,0,16414.27064,7004.502025,17010.42148,13699.81879,16176.48922,16674.54795,18291.10401,13756.9938,16614.7002,17092.29325,22250.29602,19798.29174,18091.18642,19013.82047,0,6824.99475,3612.061671,7953.330592,3340.793969,4534.968865,4219.891778,6644.073797,2113.224414,4528.193773,6095.863344,10031.99913,7564.240777,5959.546834,7421.246782,0,9589.275889,3392.440354,9057.090884,10359.02482,11641.52035,12454.65617,11647.03021,11643.76939,12086.50643,10996.42991,12218.29689,12234.05096,12131.63959,11592.57369,0,5881.47,1920.38,5978.65,5007.96,5830.23,5554.02,6023.52,5378.24,6127.03,5022.93,5980.01,5586.1,5806.24,6178.24,0,2946.18,936.26,2899.34,1405.82,2097.26,1361,2116.31,1386.76,2187.72,1469.37,1981.02,1581.48,1859.99,2519.82,0,2935.29,984.12,3079.31,3602.14,3732.97,4193.02,3907.21,3991.48,3939.31,3553.56,3998.99,4004.62,3946.25,3658.42,0,5026.9,1499.01,5111.61,4270.5,4860.09,4726.33,5126.15,4567.59,5178.9,4263.63,5131.36,4813.27,4989.95,5323.02,0,2445.5,670.78,2359.08,1098.07,1566.75,1033.14,1681.14,1035.47,1696.76,1115.68,1603.74,1281.35,1475.78,2056.33,0,2581.4,828.23,2752.53,3172.43,3293.34,3693.19,3445.01,3532.12,3482.14,3147.95,3527.62,3531.92,3514.17,3266.69,0,5410.249,2615.907,5661.08,4942.917,6159.537,5589.243,5919.958,5414.969,6441.87,5408.819,5793.317,5501.586,5897.717,6032.34,0,3107.208,1476.159,3479.392,1875.566,2974.157,2060.114,2648.907,1952.365,3262.174,2192.359,2620.839,2097.366,2608.442,2938.623,0,2303.041,1139.748,2181.688,3067.351,3185.38,3529.129,3271.051,3462.604,3179.696,3216.46,3172.478,3404.22,3289.275,3093.717
164,HOR10551,37.58,13.75,36.9Nx12.5E,Wheat_v10_sg_avg_123293.soil,nw_targets_01,73,174,158,141,124,184,203,150,130,154,178,98,127,177,180,66,106,86,77,52,128,142,82,77,87,86,61,66,123,123,0,58,62,54,61,44,52,58,43,58,82,27,51,45,48,0,124.418612,4289.308827,479.149484,676.302108,3530.534287,10430.9016,1848.934213,3632.966412,5470.224804,2503.161723,15.653593,3330.401371,4697.803627,7999.074043,0,44.346737,2103.24109,0,0,765.586891,6410.063246,479.854901,1598.668009,1477.241083,2472.09775,15.653593,411.557633,2933.403432,4096.862927,0,80.071875,2186.067737,479.149484,676.302108,2764.947396,4020.838355,1369.079312,2034.298403,3992.983721,31.063973,0,2918.843738,1764.400195,3902.211116,1036.93,2339.66,2213.59,1818.75,1404.96,2368.34,2865.82,2220.43,1815.95,2159.65,2692.33,1255.21,1606.6,2343.43,2549.45,1036.93,1618.12,1444.83,1132.54,666.51,1685.65,2144.49,1403.74,1240.67,1431.88,1588.58,933.83,903.78,1651.6,1853.2,0,721.54,768.76,686.21,738.45,682.69,721.33,816.69,575.28,727.77,1103.75,321.38,702.82,691.83,696.25,1012.47,2250.17,2126.69,1751.31,1326.54,2270.72,2738.2,2146.21,1746.12,2071.01,2606.47,1196.64,1549.91,2238.58,2434.59,1012.47,1566.24,1390.69,1090.4,632.73,1616.29,2050.25,1360.67,1195.62,1375.12,1549.5,891.33,877.23,1574.91,1776.97,0,683.93,736,660.91,693.81,654.43,687.95,785.54,550.5,695.89,1056.97,305.31,672.68,663.67,657.62,433.035,1531.397,1372.284,1092.157,1074.316,2113.186,2338.978,1403.233,1120.694,1525.954,1805.532,752.838,1320.756,2225.818,1986.813,433.035,814.056,779.498,648.194,367.071,1256.374,1415.704,853.802,701.111,864.962,1022.947,520.244,511.45,1277.62,1083.374,0,717.341,592.786,443.963,707.245,856.812,923.274,549.431,419.583,660.992,782.585,232.594,809.306,948.198,903.439
165,HOR2766,24.05,23.31,23.7Nx22.5E,Wheat_v10_sg_avg_129402.soil,nw_targets_01,1,242,209,215,224,242,249,215,239,242,184,217,218,201,203,0,124,109,106,102,120,112,107,101,113,97,109,110,106,105,0,99,79,86,101,104,114,95,121,114,72,91,89,77,84,0,21212.41183,18091.67126,18214.34362,19289.14483,21638.37162,21503.65248,19415.46481,21438.63308,21984.77378,16282.62315,19374.02246,19034.76536,17341.92391,18312.68627,0,11850.5108,10621.95179,10322.45099,9946.472068,11700.48505,10942.98645,10449.54898,9856.276197,11069.01668,9453.029164,10664.33449,10740.77313,10317.43891,10257.52427,0,9361.901031,7469.719466,7891.892626,9342.67276,9937.886573,10560.66603,8965.915826,11582.35688,10915.7571,6829.593989,8709.687971,8293.992233,7024.485002,8055.162001,0,5311.31,4236.73,4439.68,4945,5398.82,5534.46,4804.98,5693.54,5388.56,3726.89,4700.09,4606.39,4098.32,4244.77,0,2292.18,1952.77,1922.23,1870.57,2225.41,2001.03,1943.66,1873.98,1835.44,1692.39,1957.18,1966,1890.16,1770.5,0,3019.13,2283.96,2517.45,3074.43,3173.41,3533.43,2861.32,3819.56,3553.12,2034.5,2742.91,2640.39,2208.16,2474.27,0,4423.97,3418.31,3630.32,4095.39,4519.75,4589.66,3943.02,4742.51,4458.47,2980.44,3838.72,3809.37,3351.89,3439.07,0,1773.74,1429.7,1415.18,1401.41,1713.22,1470.13,1454.95,1395.74,1347,1241.01,1453.24,1482.78,1426.7,1297.61,0,2650.23,1988.61,2215.14,2693.98,2806.53,3119.53,2488.07,3346.77,3111.47,1739.43,2385.48,2326.59,1925.19,2141.46,0,5361.12,4640.723,4676.252,5003.912,5778.346,5849.628,5081.4,5829.154,5858.05,4121.228,4961.011,5060.26,4541.773,4794.192,0,2695.706,2540.248,2425.185,2377.348,2890.72,2731.632,2491.627,2393.799,2733.022,2167.29,2582.176,2633.513,2408.319,2473.93,0,2665.414,2100.475,2251.067,2626.564,2887.626,3117.996,2589.773,3435.355,3125.028,1953.938,2378.835,2426.747,2133.454,2320.262
166,FT880,35.27,47.03,35.1Nx47.5E,Wheat_v10_sg_avg_124995.soil,nw_targets_01,71,357,293,303,303,321,269,322,313,357,287,221,354,258,343,52,262,155,136,104,180,159,107,172,237,209,131,194,147,183,0,82,91,81,109,89,107,102,87,100,59,81,83,101,87,0,13068.81249,10886.67967,11840.60268,13528.67305,9699.366293,12892.62207,17864.25716,15519.67639,16287.6305,16744.63263,11231.6748,22087.87435,15983.40979,16172.59171,0,4873.056315,1828.008989,3754.586628,2763.708011,861.674053,2209.752425,7664.67396,6820.674303,6298.175749,11132.04491,3236.544582,13800.0553,6659.014146,7481.974178,0,8195.756172,9058.670678,8086.016051,10764.96504,8837.69224,10682.86964,10199.5832,8699.002089,9989.454747,5612.587721,7995.130215,8287.819054,9324.395645,8690.617536,163.71,4828.92,4054.98,4685.76,5003.43,4527.85,4988.17,5303.54,5102.32,5671.27,3168.07,3447.6,5525.93,4398.78,5396.12,163.71,2410.48,1326.99,2308.72,1574.7,1853.55,1650.09,2131.52,2488.08,2547.17,1630.05,1059.84,3043.55,1266.01,2795.4,0,2418.44,2727.99,2377.04,3428.73,2674.3,3338.08,3172.02,2614.24,3124.1,1538.02,2387.76,2482.38,3132.77,2600.72,109.67,3807.78,3304.97,3941.78,4221.27,3642.4,4102.54,4522.48,4218.2,4584.91,2424.72,2821.76,4559.09,3574.47,4508.23,109.67,1731.72,977.21,1900.47,1278.22,1382.68,1251.2,1786.62,1953.33,1911.35,1144.96,761.12,2424.12,880.84,2276.36,0,2076.06,2327.76,2041.31,2943.05,2259.72,2851.34,2735.86,2264.87,2673.56,1279.76,2060.64,2134.97,2693.63,2231.87,254.735,6008.398,4801.087,4728.828,4946.676,5444.93,5518.79,5177.142,5610.715,6584.172,4710.47,4107.311,5912.633,5272.944,5565.672,254.735,3966.422,2320.944,2843.52,2110.226,3005.514,2716.208,2476.083,3302.886,3989.068,3034.452,1988.992,3943.265,2510.842,3333.808,0,2041.976,2480.143,1885.308,2836.45,2439.416,2802.582,2701.059,2307.829,2595.104,1676.018,2118.319,1969.368,2762.102,2231.864
